temporada,categoria,competicion,grupo,jornada,cod_acta,equipo_local,equipo_visitante,equipo,rival,local_visitante,evento,minuto,parte,jugador,tipo_gol,jugador_entra,jugador_sale,num_sustitucion,resultado_parcial
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186980,S.D.C. RECESENDE,S.D. VILLESTRO,S.D.C. RECESENDE,S.D. VILLESTRO,local,sustitucion,46,2,,,"MOSQUERA GARRIDO, DIEGO","MEIJOME QUINTANA, RODRIGO",1,0-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186980,S.D.C. RECESENDE,S.D. VILLESTRO,S.D. VILLESTRO,S.D.C. RECESENDE,visitante,sustitucion,46,2,,,"FIGUEIRAS PORTELA, FERNANDO","DE SOUSA OLIVEIRA, THIAGO",1,0-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186980,S.D.C. RECESENDE,S.D. VILLESTRO,S.D. VILLESTRO,S.D.C. RECESENDE,visitante,sustitucion,53,2,,,"RODRIGUEZ GONZALEZ, YAGO","GONZALEZ CARBALLO, ANXO",2,0-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186980,S.D.C. RECESENDE,S.D. VILLESTRO,S.D.C. RECESENDE,S.D. VILLESTRO,local,gol,54,2,"MOSQUERA GARRIDO, DIEGO",normal,,,,1-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186980,S.D.C. RECESENDE,S.D. VILLESTRO,S.D.C. RECESENDE,S.D. VILLESTRO,local,sustitucion,58,2,,,"VILAS CONSTANTINO, BORJA","ALDREY MÍGUEZ, MANUEL",2,1-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186980,S.D.C. RECESENDE,S.D. VILLESTRO,S.D. VILLESTRO,S.D.C. RECESENDE,visitante,sustitucion,70,2,,,"GONZALEZ CALVELO, LEO","PAN PEREZ PUJOL, PABLO",3,1-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186980,S.D.C. RECESENDE,S.D. VILLESTRO,S.D. VILLESTRO,S.D.C. RECESENDE,visitante,sustitucion,80,2,,,"PEREZ RIO, VICTOR","TABOADA MATO, DAVID",4,1-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186980,S.D.C. RECESENDE,S.D. VILLESTRO,S.D.C. RECESENDE,S.D. VILLESTRO,local,gol,85,2,"FRANCO SANMARTIN, CARLOS L",normal,,,,2-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186980,S.D.C. RECESENDE,S.D. VILLESTRO,S.D.C. RECESENDE,S.D. VILLESTRO,local,tarjeta amarilla,87,2,"NUÑEZ BARRAL, SEBASTIAN",,,,,2-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186980,S.D.C. RECESENDE,S.D. VILLESTRO,S.D.C. RECESENDE,S.D. VILLESTRO,local,sustitucion,89,2,,,"NOYA GOMEZ, DANIEL","NUÑEZ BARRAL, DAVID",3,2-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186980,S.D.C. RECESENDE,S.D. VILLESTRO,S.D.C. RECESENDE,S.D. VILLESTRO,local,sustitucion,89,2,,,"GARCIA DURAN, RUBEN","DE LA TORRE CUEVAS, FERNANDO",4,2-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186980,S.D.C. RECESENDE,S.D. VILLESTRO,S.D.C. RECESENDE,S.D. VILLESTRO,local,sustitucion,89,2,,,"CALVO CUTRIN, RAUL","TORRES SUAREZ, SANTIAGO",5,2-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186980,S.D.C. RECESENDE,S.D. VILLESTRO,S.D. VILLESTRO,S.D.C. RECESENDE,visitante,tarjeta amarilla,90'+4,2,"REY MILLAN, DAVID",,,,,2-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186981,RODEIRO C.F.,C.D. SAN MAMED,C.D. SAN MAMED,RODEIRO C.F.,visitante,gol,22,1,"CHAS BROCOS, IAGO SENEN",normal,,,,0-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186981,RODEIRO C.F.,C.D. SAN MAMED,RODEIRO C.F.,C.D. SAN MAMED,local,gol,33,1,"AREÁN DIEGUEZ, OVIDIO",normal,,,,1-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186981,RODEIRO C.F.,C.D. SAN MAMED,C.D. SAN MAMED,RODEIRO C.F.,visitante,sustitucion,50,2,,,"SENDE MALLO, DIEGO","CHAS BROCOS, IAGO SENEN",1,1-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186981,RODEIRO C.F.,C.D. SAN MAMED,C.D. SAN MAMED,RODEIRO C.F.,visitante,sustitucion,61,2,,,"SOUTO RIAL, JOSE","MACEIRA MATO, ALFONSO",2,1-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186981,RODEIRO C.F.,C.D. SAN MAMED,C.D. SAN MAMED,RODEIRO C.F.,visitante,sustitucion,61,2,,,"BESTEIRO SAEZ, JAVIER","GRANATA LOPEZ, DANIEL",3,1-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186981,RODEIRO C.F.,C.D. SAN MAMED,C.D. SAN MAMED,RODEIRO C.F.,visitante,tarjeta amarilla,63,2,"LOUZAO FERNANDEZ, MANUEL",,,,,1-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186981,RODEIRO C.F.,C.D. SAN MAMED,C.D. SAN MAMED,RODEIRO C.F.,visitante,sustitucion,68,2,,,"REY CALVO, BRAIS","CASAL ALVAREZ, DAVID",4,1-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186981,RODEIRO C.F.,C.D. SAN MAMED,RODEIRO C.F.,C.D. SAN MAMED,local,tarjeta amarilla,70,2,"CALVO DAFONTE, RAÚL",,,,,1-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186981,RODEIRO C.F.,C.D. SAN MAMED,RODEIRO C.F.,C.D. SAN MAMED,local,sustitucion,78,2,,,"LAMAZARES CASERO, ALBERTO","SANMARTIN GONZALEZ, XABIER",1,1-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186981,RODEIRO C.F.,C.D. SAN MAMED,RODEIRO C.F.,C.D. SAN MAMED,local,sustitucion,78,2,,,"CALVO DAFONTE, RAÚL","GARCIA VENCE, JOSE MANUEL",2,1-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186981,RODEIRO C.F.,C.D. SAN MAMED,RODEIRO C.F.,C.D. SAN MAMED,local,gol,80,2,"FERREIRO CAMBA, MANUEL",penalti,,,,2-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186981,RODEIRO C.F.,C.D. SAN MAMED,C.D. SAN MAMED,RODEIRO C.F.,visitante,tarjeta amarilla,80,2,"RENDO OUZANDE, XAVIER",,,,,2-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186981,RODEIRO C.F.,C.D. SAN MAMED,RODEIRO C.F.,C.D. SAN MAMED,local,sustitucion,80,2,,,"CANGADO VILLAMARIN, CARLOS","ROMERO MONTOUTO, PABLO",3,2-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186982,U.D. VAL DO ULLA,C.F. CIRE DE MELIDE,U.D. VAL DO ULLA,C.F. CIRE DE MELIDE,local,tarjeta amarilla,20,1,"NEIRA CARPINTEIRO, PABLO",,,,,0-0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186982,U.D. VAL DO ULLA,C.F. CIRE DE MELIDE,C.F. CIRE DE MELIDE,U.D. VAL DO ULLA,visitante,tarjeta amarilla,37,1,"PARRADO ROMERO, CARLOS",,,,,0-0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186982,U.D. VAL DO ULLA,C.F. CIRE DE MELIDE,C.F. CIRE DE MELIDE,U.D. VAL DO ULLA,visitante,gol,41,1,"PARRADO ROMERO, CARLOS",normal,,,,0-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186982,U.D. VAL DO ULLA,C.F. CIRE DE MELIDE,U.D. VAL DO ULLA,C.F. CIRE DE MELIDE,local,gol,45,1,"FREIRIA LOPEZ, JORGE",normal,,,,1-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186982,U.D. VAL DO ULLA,C.F. CIRE DE MELIDE,C.F. CIRE DE MELIDE,U.D. VAL DO ULLA,visitante,tarjeta amarilla,45'+3,1,"PAMPIN NEGRO, JESUS",,,,,1-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186982,U.D. VAL DO ULLA,C.F. CIRE DE MELIDE,U.D. VAL DO ULLA,C.F. CIRE DE MELIDE,local,sustitucion,46,2,,,"RAMOS CERNADAS, FRANCISCO J","DIEGUEZ LOUREIRO, RAMIRO",1,1-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186982,U.D. VAL DO ULLA,C.F. CIRE DE MELIDE,C.F. CIRE DE MELIDE,U.D. VAL DO ULLA,visitante,tarjeta amarilla,50,2,"MOSTEIRO GOMEZ, ADRIAN",,,,,1-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186982,U.D. VAL DO ULLA,C.F. CIRE DE MELIDE,C.F. CIRE DE MELIDE,U.D. VAL DO ULLA,visitante,gol,51,2,"PEREIRO SANCHEZ, DAVID",normal,,,,1-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186982,U.D. VAL DO ULLA,C.F. CIRE DE MELIDE,C.F. CIRE DE MELIDE,U.D. VAL DO ULLA,visitante,gol,54,2,"PEREIRO SANCHEZ, DAVID",normal,,,,1-3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186982,U.D. VAL DO ULLA,C.F. CIRE DE MELIDE,U.D. VAL DO ULLA,C.F. CIRE DE MELIDE,local,sustitucion,56,2,,,"RODRIGUEZ NUÑEZ, XABIER","MERA SOUTO, ALEJANDRO",2,1-3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186982,U.D. VAL DO ULLA,C.F. CIRE DE MELIDE,U.D. VAL DO ULLA,C.F. CIRE DE MELIDE,local,sustitucion,56,2,,,"CANICOBA BERNARDEZ, BRAIS","CALVIÑO IGLESIAS, PABLO",3,1-3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186982,U.D. VAL DO ULLA,C.F. CIRE DE MELIDE,C.F. CIRE DE MELIDE,U.D. VAL DO ULLA,visitante,gol,58,2,"PEREIRO SANCHEZ, DAVID",penalti,,,,1-4
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186982,U.D. VAL DO ULLA,C.F. CIRE DE MELIDE,U.D. VAL DO ULLA,C.F. CIRE DE MELIDE,local,tarjeta amarilla,58,2,"SANJUAS CASAL, SERGIO",,,,,1-4
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186982,U.D. VAL DO ULLA,C.F. CIRE DE MELIDE,C.F. CIRE DE MELIDE,U.D. VAL DO ULLA,visitante,sustitucion,59,2,,,"PAMPIN NOGUEROL, DANIEL","PARRADO ROMERO, CARLOS",1,1-4
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186982,U.D. VAL DO ULLA,C.F. CIRE DE MELIDE,U.D. VAL DO ULLA,C.F. CIRE DE MELIDE,local,sustitucion,63,2,,,"CERDEIRA OTERO, ANDRE","CASAL REBOLO, PEDRO J",4,1-4
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186982,U.D. VAL DO ULLA,C.F. CIRE DE MELIDE,U.D. VAL DO ULLA,C.F. CIRE DE MELIDE,local,sustitucion,63,2,,,"AMBOAGE VILLAR, IVAN","SANCHEZ CARPINTEIRO, MIGUEL",5,1-4
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186982,U.D. VAL DO ULLA,C.F. CIRE DE MELIDE,C.F. CIRE DE MELIDE,U.D. VAL DO ULLA,visitante,sustitucion,68,2,,,"CASTRELO FERNANDEZ, MIGUEL","MOSTEIRO GOMEZ, ADRIAN",2,1-4
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186982,U.D. VAL DO ULLA,C.F. CIRE DE MELIDE,C.F. CIRE DE MELIDE,U.D. VAL DO ULLA,visitante,sustitucion,71,2,,,"RIVADULLA FOCIÑOS, MARCOS","VAZQUEZ NOVAS, MANUEL",3,1-4
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186982,U.D. VAL DO ULLA,C.F. CIRE DE MELIDE,C.F. CIRE DE MELIDE,U.D. VAL DO ULLA,visitante,sustitucion,71,2,,,"RODRIGUEZ RODRIGUEZ, JACOBO","PEREIRO SANCHEZ, DAVID",4,1-4
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186982,U.D. VAL DO ULLA,C.F. CIRE DE MELIDE,C.F. CIRE DE MELIDE,U.D. VAL DO ULLA,visitante,tarjeta amarilla,80,2,"MARTINEZ RAMOS, JOSE LUIS",,,,,1-4
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,5,1186982,U.D. VAL DO ULLA,C.F. CIRE DE MELIDE,C.F. CIRE DE MELIDE,U.D. VAL DO ULLA,visitante,tarjeta amarilla,89,2,"MOSTEIRO GARCIA, SERGIO",,,,,1-4
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186983,C.F. SILLEDA,U.D. VAL DO ULLA,U.D. VAL DO ULLA,C.F. SILLEDA,visitante,gol,17,1,"FREIRIA LOPEZ, JORGE",normal,,,,0-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186983,C.F. SILLEDA,U.D. VAL DO ULLA,C.F. SILLEDA,U.D. VAL DO ULLA,local,gol,27,1,"CAMBEIRO COSTA, AIRAS",normal,,,,1-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186983,C.F. SILLEDA,U.D. VAL DO ULLA,C.F. SILLEDA,U.D. VAL DO ULLA,local,gol,37,1,"CAMBEIRO COSTA, AIRAS",normal,,,,2-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186983,C.F. SILLEDA,U.D. VAL DO ULLA,U.D. VAL DO ULLA,C.F. SILLEDA,visitante,gol,40,1,"CALVIÑO IGLESIAS, PABLO",normal,,,,2-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186983,C.F. SILLEDA,U.D. VAL DO ULLA,C.F. SILLEDA,U.D. VAL DO ULLA,local,tarjeta amarilla,42,1,"LOTO , ALAN NICOLAS",,,,,2-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186983,C.F. SILLEDA,U.D. VAL DO ULLA,C.F. SILLEDA,U.D. VAL DO ULLA,local,tarjeta amarilla,44,1,"SUAREZ PEON, DIEGO",,,,,2-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186983,C.F. SILLEDA,U.D. VAL DO ULLA,U.D. VAL DO ULLA,C.F. SILLEDA,visitante,gol,45'+1,1,"ALONSO GIL, GUILLERMO",propia puerta,,,,3-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186983,C.F. SILLEDA,U.D. VAL DO ULLA,U.D. VAL DO ULLA,C.F. SILLEDA,visitante,gol,48,2,"FREIRIA LOPEZ, IGNACIO",normal,,,,3-3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186983,C.F. SILLEDA,U.D. VAL DO ULLA,C.F. SILLEDA,U.D. VAL DO ULLA,local,sustitucion,65,2,,,"LOPEZ DE LA FUENTE, ELOI","FERNÁNDEZ GARCÍA, RUBÉN",1,3-3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186983,C.F. SILLEDA,U.D. VAL DO ULLA,C.F. SILLEDA,U.D. VAL DO ULLA,local,sustitucion,65,2,,,"ESPIÑO RODRIGUEZ, AARON","ALONSO GIL, GUILLERMO",2,3-3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186983,C.F. SILLEDA,U.D. VAL DO ULLA,U.D. VAL DO ULLA,C.F. SILLEDA,visitante,sustitucion,65,2,,,"CANICOBA BERNARDEZ, BRAIS","BESADA REY, NICOLAS",1,3-3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186983,C.F. SILLEDA,U.D. VAL DO ULLA,U.D. VAL DO ULLA,C.F. SILLEDA,visitante,sustitucion,65,2,,,"RODRIGUEZ NUÑEZ, XABIER","CALVIÑO IGLESIAS, PABLO",2,3-3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186983,C.F. SILLEDA,U.D. VAL DO ULLA,U.D. VAL DO ULLA,C.F. SILLEDA,visitante,sustitucion,65,2,,,"TAIBO MERA, FRANCISCO","SANCHEZ CARPINTEIRO, MIGUEL",3,3-3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186983,C.F. SILLEDA,U.D. VAL DO ULLA,U.D. VAL DO ULLA,C.F. SILLEDA,visitante,gol,73,2,"RODRIGUEZ NUÑEZ, XABIER",normal,,,,3-4
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186983,C.F. SILLEDA,U.D. VAL DO ULLA,C.F. SILLEDA,U.D. VAL DO ULLA,local,sustitucion,79,2,,,"ESPANTOSO LAMAS, RICARDO","RIELO COUSO, HUGO",3,3-4
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186983,C.F. SILLEDA,U.D. VAL DO ULLA,U.D. VAL DO ULLA,C.F. SILLEDA,visitante,sustitucion,79,2,,,"AMBOAGE VILLAR, IVAN","FREIRIA LOPEZ, IGNACIO",4,3-4
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186983,C.F. SILLEDA,U.D. VAL DO ULLA,U.D. VAL DO ULLA,C.F. SILLEDA,visitante,sustitucion,79,2,,,"CASAL REBOLO, PEDRO J","FREIRIA LOPEZ, JORGE",5,3-4
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186983,C.F. SILLEDA,U.D. VAL DO ULLA,C.F. SILLEDA,U.D. VAL DO ULLA,local,tarjeta roja,85,2,"GONZALEZ CURRAS, LUIS",,,,,3-4
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186983,C.F. SILLEDA,U.D. VAL DO ULLA,C.F. SILLEDA,U.D. VAL DO ULLA,local,tarjeta roja,86,2,"FERREIRO ESPANTOSO, DIEGO",,,,,3-4
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186983,C.F. SILLEDA,U.D. VAL DO ULLA,U.D. VAL DO ULLA,C.F. SILLEDA,visitante,tarjeta amarilla,88,2,"AMBOAGE VILLAR, IVAN",,,,,3-4
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186984,S.D. CACHEIRAS,LAMELA C.F.,LAMELA C.F.,S.D. CACHEIRAS,visitante,gol,19,1,"GARCIA CARRERA, MANUEL",normal,,,,0-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186984,S.D. CACHEIRAS,LAMELA C.F.,S.D. CACHEIRAS,LAMELA C.F.,local,gol,22,1,"SALGUEIRO POMBO, DAVID",normal,,,,1-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186984,S.D. CACHEIRAS,LAMELA C.F.,LAMELA C.F.,S.D. CACHEIRAS,visitante,gol,34,1,"CASTRO DOMINGUEZ, FRANCISCO",normal,,,,1-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186984,S.D. CACHEIRAS,LAMELA C.F.,S.D. CACHEIRAS,LAMELA C.F.,local,tarjeta amarilla,34,1,"FERREIRO RODRIGUEZ, YAGO",,,,,1-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186984,S.D. CACHEIRAS,LAMELA C.F.,S.D. CACHEIRAS,LAMELA C.F.,local,tarjeta amarilla,44,1,"BOUZAS MOSQUERA, MANUEL",,,,,1-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186984,S.D. CACHEIRAS,LAMELA C.F.,S.D. CACHEIRAS,LAMELA C.F.,local,sustitucion,46,2,,,"FARIÑA BRAVO, ADRIAN","ROMERO DURO, SANDRO",1,1-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186984,S.D. CACHEIRAS,LAMELA C.F.,S.D. CACHEIRAS,LAMELA C.F.,local,sustitucion,46,2,,,"MARTINEZ RODRIGUEZ, ALESSANDRO EDUARDO","BAUTISTA SANDOVAL, EMIL DANIEL",2,1-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186984,S.D. CACHEIRAS,LAMELA C.F.,LAMELA C.F.,S.D. CACHEIRAS,visitante,sustitucion,46,2,,,"SANIN CARBIA, ALBERTO","VILLAMAYOR RIVADULLA, PEDRO",1,1-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186984,S.D. CACHEIRAS,LAMELA C.F.,LAMELA C.F.,S.D. CACHEIRAS,visitante,tarjeta amarilla,56,2,"CASTRO DOMINGUEZ, FRANCISCO",,,,,1-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186984,S.D. CACHEIRAS,LAMELA C.F.,LAMELA C.F.,S.D. CACHEIRAS,visitante,sustitucion,57,2,,,"AGUIAR RODRIGUEZ, JULIAN","RIVEIRA MURCIA, HUGO",2,1-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186984,S.D. CACHEIRAS,LAMELA C.F.,LAMELA C.F.,S.D. CACHEIRAS,visitante,sustitucion,62,2,,,"VARELA VAZQUEZ, DAVID","CASTRO DOMINGUEZ, FRANCISCO",3,1-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186984,S.D. CACHEIRAS,LAMELA C.F.,LAMELA C.F.,S.D. CACHEIRAS,visitante,sustitucion,62,2,,,"ESPIÑO CUIÑA, LOIS","ABONJO BOUZAS, ALEJANDRO",4,1-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186984,S.D. CACHEIRAS,LAMELA C.F.,LAMELA C.F.,S.D. CACHEIRAS,visitante,tarjeta amarilla,65,2,"FIGUEIRAS GAGO, ALEJANDRO",,,,,1-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186984,S.D. CACHEIRAS,LAMELA C.F.,S.D. CACHEIRAS,LAMELA C.F.,local,sustitucion,71,2,,,"OTERO MATEOS, PABLO","BENITEZ SANHUEZA, LEONARDO",3,1-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186984,S.D. CACHEIRAS,LAMELA C.F.,LAMELA C.F.,S.D. CACHEIRAS,visitante,sustitucion,74,2,,,"GARCIA REY, ALEJANDRO","LÓPEZ PÉREZ, ALBERTO",5,1-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186984,S.D. CACHEIRAS,LAMELA C.F.,LAMELA C.F.,S.D. CACHEIRAS,visitante,tarjeta amarilla,75,2,"FUENTES GOMEZ, ADRIAN",,,,,1-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186984,S.D. CACHEIRAS,LAMELA C.F.,S.D. CACHEIRAS,LAMELA C.F.,local,gol,79,2,"MARTINEZ RODRIGUEZ, JOSE EMILIO",normal,,,,2-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186984,S.D. CACHEIRAS,LAMELA C.F.,LAMELA C.F.,S.D. CACHEIRAS,visitante,tarjeta amarilla,79,2,"GARCIA REY, ALEJANDRO",,,,,2-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186984,S.D. CACHEIRAS,LAMELA C.F.,LAMELA C.F.,S.D. CACHEIRAS,visitante,tarjeta roja,84,2,"RODRIGUEZ FARIÑA, ALEJANDRO",,,,,2-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186984,S.D. CACHEIRAS,LAMELA C.F.,S.D. CACHEIRAS,LAMELA C.F.,local,sustitucion,87,2,,,"DOSUNA SOUTO, BRAIS","CARBALLAL MONTEAGUDO, SAUL",4,2-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186984,S.D. CACHEIRAS,LAMELA C.F.,S.D. CACHEIRAS,LAMELA C.F.,local,gol,90'+1,2,"SOUTO BUJAN, JULIO",normal,,,,4-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186984,S.D. CACHEIRAS,LAMELA C.F.,S.D. CACHEIRAS,LAMELA C.F.,local,gol,90'+5,2,"SALGUEIRO POMBO, DAVID",normal,,,,4-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186985,S.D. CRUCES,A.C.U.D. CAMPORRAPADO,A.C.U.D. CAMPORRAPADO,S.D. CRUCES,visitante,tarjeta amarilla,39,1,"MÍGUEZ SANMARTÍN, MIGUEL",,,,,0-0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186985,S.D. CRUCES,A.C.U.D. CAMPORRAPADO,S.D. CRUCES,A.C.U.D. CAMPORRAPADO,local,tarjeta amarilla,47,2,"GRANJA HERMIDA, JESUS ANTONIO",,,,,0-0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,6,1186985,S.D. CRUCES,A.C.U.D. CAMPORRAPADO,A.C.U.D. CAMPORRAPADO,S.D. CRUCES,visitante,sustitucion,60,2,,,"PAJARO BARRAN, DANIEL","LOPEZ CANICOBA, FABIAN",1,0-0
