temporada,categoria,competicion,grupo,jornada,cod_acta,equipo_local,equipo_visitante,equipo,rival,local_visitante,evento,minuto,parte,jugador,tipo_gol,jugador_entra,jugador_sale,num_sustitucion,resultado_parcial
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187049,C.D. SAN MAMED,S.D. CRUCES,S.D. CRUCES,C.D. SAN MAMED,visitante,tarjeta roja,82,2,"JACOME AMARANTE, IVAN",,,,,2-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187049,C.D. SAN MAMED,S.D. CRUCES,S.D. CRUCES,C.D. SAN MAMED,visitante,sustitucion,85,2,,,"LYAGOUBI, MOHAMED AMINE","FERNANDEZ REBOREDO, JUAN",3,2-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187050,C.F. CIRE DE MELIDE,S.D. CACHEIRAS,S.D. CACHEIRAS,C.F. CIRE DE MELIDE,visitante,gol,14,1,"SALGUEIRO POMBO, DAVID",normal,,,,0-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187050,C.F. CIRE DE MELIDE,S.D. CACHEIRAS,S.D. CACHEIRAS,C.F. CIRE DE MELIDE,visitante,sustitucion,25,1,,,"SOUTO BUJAN, JULIO","ROMERO DURO, SANDRO",1,0-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187050,C.F. CIRE DE MELIDE,S.D. CACHEIRAS,S.D. CACHEIRAS,C.F. CIRE DE MELIDE,visitante,gol,36,1,"CARBALLAL MONTEAGUDO, SAUL",normal,,,,0-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187050,C.F. CIRE DE MELIDE,S.D. CACHEIRAS,S.D. CACHEIRAS,C.F. CIRE DE MELIDE,visitante,tarjeta amarilla,39,1,"FERREIRO RODRIGUEZ, YAGO",,,,,0-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187050,C.F. CIRE DE MELIDE,S.D. CACHEIRAS,C.F. CIRE DE MELIDE,S.D. CACHEIRAS,local,gol,40,1,"POLO ABAD, ASIER",normal,,,,1-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187050,C.F. CIRE DE MELIDE,S.D. CACHEIRAS,S.D. CACHEIRAS,C.F. CIRE DE MELIDE,visitante,tarjeta amarilla,44,1,"FERREIRO RODRIGUEZ, YAGO",,,,,1-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187050,C.F. CIRE DE MELIDE,S.D. CACHEIRAS,S.D. CACHEIRAS,C.F. CIRE DE MELIDE,visitante,tarjeta amarilla,61,2,"MARTINEZ RODRIGUEZ, JOSE EMILIO",,,,,1-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187050,C.F. CIRE DE MELIDE,S.D. CACHEIRAS,S.D. CACHEIRAS,C.F. CIRE DE MELIDE,visitante,tarjeta amarilla,61,2,"CARBALLAL MONTEAGUDO, SAUL",,,,,1-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187050,C.F. CIRE DE MELIDE,S.D. CACHEIRAS,C.F. CIRE DE MELIDE,S.D. CACHEIRAS,local,sustitucion,69,2,,,"PAMPIN NOGUEROL, DANIEL","MOSTEIRO GARCIA, SERGIO",1,1-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187050,C.F. CIRE DE MELIDE,S.D. CACHEIRAS,C.F. CIRE DE MELIDE,S.D. CACHEIRAS,local,sustitucion,69,2,,,"CASTRELO FERNANDEZ, MIGUEL","VAZQUEZ NOVAS, MANUEL",2,1-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187050,C.F. CIRE DE MELIDE,S.D. CACHEIRAS,S.D. CACHEIRAS,C.F. CIRE DE MELIDE,visitante,sustitucion,76,2,,,"BAUTISTA SANDOVAL, EMIL DANIEL","OTERO MATEOS, PABLO",2,1-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187050,C.F. CIRE DE MELIDE,S.D. CACHEIRAS,S.D. CACHEIRAS,C.F. CIRE DE MELIDE,visitante,sustitucion,81,2,,,"DA CONCEICAO ANTUNES, FELIPE MATHEUS","SALGUEIRO POMBO, DAVID",3,1-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187050,C.F. CIRE DE MELIDE,S.D. CACHEIRAS,C.F. CIRE DE MELIDE,S.D. CACHEIRAS,local,tarjeta amarilla,90'+4,2,"MOSTEIRO GOMEZ, ADRIAN",,,,,1-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187051,RODEIRO C.F.,C.F. SILLEDA,RODEIRO C.F.,C.F. SILLEDA,local,gol,29,1,"OTERO ARIAS, JOSE L",normal,,,,1-0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187051,RODEIRO C.F.,C.F. SILLEDA,RODEIRO C.F.,C.F. SILLEDA,local,sustitucion,34,1,,,"LÓPEZ GONZÁLEZ, IGNACIO","PENELA MONTOTO, CRISTIAN",1,1-0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187051,RODEIRO C.F.,C.F. SILLEDA,C.F. SILLEDA,RODEIRO C.F.,visitante,gol,39,1,"CAMBEIRO COSTA, AIRAS",normal,,,,1-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187051,RODEIRO C.F.,C.F. SILLEDA,RODEIRO C.F.,C.F. SILLEDA,local,gol,67,2,"ROMERO MONTOUTO, PABLO",normal,,,,2-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187051,RODEIRO C.F.,C.F. SILLEDA,C.F. SILLEDA,RODEIRO C.F.,visitante,sustitucion,67,2,,,"JAR PENIDO, ALVARO","NUÑEZ GONZALEZ, MIGUEL",1,2-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187051,RODEIRO C.F.,C.F. SILLEDA,C.F. SILLEDA,RODEIRO C.F.,visitante,sustitucion,67,2,,,"ESPIÑO RODRIGUEZ, AARON","PICANS REY, HUGO",2,2-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187051,RODEIRO C.F.,C.F. SILLEDA,RODEIRO C.F.,C.F. SILLEDA,local,sustitucion,69,2,,,"CUÑARRO FERNÁNDEZ, PABLO","ROMERO MONTOUTO, PABLO",2,2-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187051,RODEIRO C.F.,C.F. SILLEDA,RODEIRO C.F.,C.F. SILLEDA,local,gol,82,2,"GARCIA VENCE, JOSE MANUEL",normal,,,,3-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187051,RODEIRO C.F.,C.F. SILLEDA,RODEIRO C.F.,C.F. SILLEDA,local,sustitucion,85,2,,,"CANGADO VILLAMARIN, CARLOS","GARCIA VENCE, JOSE MANUEL",3,3-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187051,RODEIRO C.F.,C.F. SILLEDA,RODEIRO C.F.,C.F. SILLEDA,local,sustitucion,85,2,,,"BARCALA FERNANDEZ, RODRIGO","BERNARDEZ VILAR, ALEJANDRO",4,3-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187051,RODEIRO C.F.,C.F. SILLEDA,C.F. SILLEDA,RODEIRO C.F.,visitante,sustitucion,85,2,,,"PEÑA PENALTA, IKER","ALONSO GIL, GUILLERMO",3,3-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187051,RODEIRO C.F.,C.F. SILLEDA,C.F. SILLEDA,RODEIRO C.F.,visitante,sustitucion,85,2,,,"FERREIRO ESPANTOSO, DIEGO","LOPEZ DE LA FUENTE, ELOI",4,3-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187052,S.D.C. RECESENDE,LAMELA C.F.,LAMELA C.F.,S.D.C. RECESENDE,visitante,gol,44,1,"DOVAL GARCIA, ION",normal,,,,0-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187052,S.D.C. RECESENDE,LAMELA C.F.,LAMELA C.F.,S.D.C. RECESENDE,visitante,tarjeta amarilla,44,1,"FIGUEIRAS GAGO, ALEJANDRO",,,,,0-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187052,S.D.C. RECESENDE,LAMELA C.F.,LAMELA C.F.,S.D.C. RECESENDE,visitante,sustitucion,54,2,,,"GARCIA CARRERA, MANUEL","VILLAMAYOR RIVADULLA, PEDRO",1,0-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187052,S.D.C. RECESENDE,LAMELA C.F.,LAMELA C.F.,S.D.C. RECESENDE,visitante,sustitucion,54,2,,,"RODRIGUEZ FARIÑA, ALEJANDRO","LUGO PADIN, ESTEBAN",2,0-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187052,S.D.C. RECESENDE,LAMELA C.F.,S.D.C. RECESENDE,LAMELA C.F.,local,sustitucion,62,2,,,"CALVO CUTRIN, RAUL","NOYA GOMEZ, DANIEL",1,0-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187052,S.D.C. RECESENDE,LAMELA C.F.,S.D.C. RECESENDE,LAMELA C.F.,local,sustitucion,62,2,,,"GARCIA DURAN, RUBEN","MEIJOME QUINTANA, RODRIGO",2,0-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187052,S.D.C. RECESENDE,LAMELA C.F.,LAMELA C.F.,S.D.C. RECESENDE,visitante,tarjeta amarilla,66,2,"GARCIA CARRERA, MANUEL",,,,,0-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187052,S.D.C. RECESENDE,LAMELA C.F.,S.D.C. RECESENDE,LAMELA C.F.,local,tarjeta amarilla,70,2,"CALVO CUTRIN, RAUL",,,,,0-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187052,S.D.C. RECESENDE,LAMELA C.F.,LAMELA C.F.,S.D.C. RECESENDE,visitante,sustitucion,70,2,,,"ABONJO BOUZAS, ALEJANDRO","RIOS ALCAIDE, JUAN MANUEL",3,0-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187052,S.D.C. RECESENDE,LAMELA C.F.,LAMELA C.F.,S.D.C. RECESENDE,visitante,sustitucion,70,2,,,"GARCIA REY, ALEJANDRO","VARELA VAZQUEZ, DAVID",4,0-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187052,S.D.C. RECESENDE,LAMELA C.F.,LAMELA C.F.,S.D.C. RECESENDE,visitante,gol,72,2,"CASTRO DOMINGUEZ, FRANCISCO",normal,,,,0-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187052,S.D.C. RECESENDE,LAMELA C.F.,LAMELA C.F.,S.D.C. RECESENDE,visitante,tarjeta amarilla,77,2,"FUENTES GOMEZ, ADRIAN",,,,,0-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187052,S.D.C. RECESENDE,LAMELA C.F.,LAMELA C.F.,S.D.C. RECESENDE,visitante,tarjeta amarilla,82,2,"PORTELA RIVAS, XIAO",,,,,0-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187052,S.D.C. RECESENDE,LAMELA C.F.,LAMELA C.F.,S.D.C. RECESENDE,visitante,sustitucion,82,2,,,"PORTELA RIVAS, XIAO","FIGUEIRAS GAGO, ALEJANDRO",5,0-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187052,S.D.C. RECESENDE,LAMELA C.F.,LAMELA C.F.,S.D.C. RECESENDE,visitante,tarjeta amarilla,87,2,"SANIN CARBIA, ALBERTO",,,,,0-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187052,S.D.C. RECESENDE,LAMELA C.F.,LAMELA C.F.,S.D.C. RECESENDE,visitante,tarjeta amarilla,90,2,"FUENTES GOMEZ, ADRIAN",,,,,0-2
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187053,SOCIEDADE DEPORTIVA O PINO,A.C.U.D. CAMPORRAPADO,A.C.U.D. CAMPORRAPADO,SOCIEDADE DEPORTIVA O PINO,visitante,sustitucion,20,1,,,"SANMARTIN LAREO, MANUEL ANGEL","ESPADA PAZOS, JORGE",1,0-0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187053,SOCIEDADE DEPORTIVA O PINO,A.C.U.D. CAMPORRAPADO,SOCIEDADE DEPORTIVA O PINO,A.C.U.D. CAMPORRAPADO,local,gol,23,1,"SAINZ TRESGUERRAS, JESUS FERNANDO",normal,,,,1-0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187053,SOCIEDADE DEPORTIVA O PINO,A.C.U.D. CAMPORRAPADO,A.C.U.D. CAMPORRAPADO,SOCIEDADE DEPORTIVA O PINO,visitante,gol,39,1,"LOPEZ CANICOBA, FABIAN",penalti,,,,1-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187053,SOCIEDADE DEPORTIVA O PINO,A.C.U.D. CAMPORRAPADO,SOCIEDADE DEPORTIVA O PINO,A.C.U.D. CAMPORRAPADO,local,sustitucion,46,2,,,"GOMES TAVARES, RAFAEL ANDRE","PORTOS VILLAR, BORJA",1,1-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187053,SOCIEDADE DEPORTIVA O PINO,A.C.U.D. CAMPORRAPADO,SOCIEDADE DEPORTIVA O PINO,A.C.U.D. CAMPORRAPADO,local,sustitucion,46,2,,,"VILLAR VILLAR, IVAN","FUENTES PARRA, DANIEL",2,1-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187053,SOCIEDADE DEPORTIVA O PINO,A.C.U.D. CAMPORRAPADO,SOCIEDADE DEPORTIVA O PINO,A.C.U.D. CAMPORRAPADO,local,gol,50,2,"VAZQUEZ CORRAL, JORGE",normal,,,,2-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187053,SOCIEDADE DEPORTIVA O PINO,A.C.U.D. CAMPORRAPADO,SOCIEDADE DEPORTIVA O PINO,A.C.U.D. CAMPORRAPADO,local,tarjeta amarilla,54,2,"CANABAL CASTRO, ISMAEL",,,,,2-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187053,SOCIEDADE DEPORTIVA O PINO,A.C.U.D. CAMPORRAPADO,SOCIEDADE DEPORTIVA O PINO,A.C.U.D. CAMPORRAPADO,local,sustitucion,61,2,,,"CARRIL CARREIRA, RAFAEL","CANABAL CASTRO, ISMAEL",3,2-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187053,SOCIEDADE DEPORTIVA O PINO,A.C.U.D. CAMPORRAPADO,SOCIEDADE DEPORTIVA O PINO,A.C.U.D. CAMPORRAPADO,local,sustitucion,68,2,,,"PAZO DURO, JAVIER","MAESTRE CALVO, DAVID RAFAEL",4,2-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187053,SOCIEDADE DEPORTIVA O PINO,A.C.U.D. CAMPORRAPADO,A.C.U.D. CAMPORRAPADO,SOCIEDADE DEPORTIVA O PINO,visitante,sustitucion,68,2,,,"GUERRERO NIEVES, FRANCISCO J","PAJARO BARRAN, DANIEL",2,2-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187053,SOCIEDADE DEPORTIVA O PINO,A.C.U.D. CAMPORRAPADO,A.C.U.D. CAMPORRAPADO,SOCIEDADE DEPORTIVA O PINO,visitante,sustitucion,75,2,,,"PEREIRAS PEREIRO, RAFAEL","GARCIA CASAL, IVAN",3,2-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187053,SOCIEDADE DEPORTIVA O PINO,A.C.U.D. CAMPORRAPADO,SOCIEDADE DEPORTIVA O PINO,A.C.U.D. CAMPORRAPADO,local,tarjeta amarilla,80,2,"VARELA LODEIRO, GABRIEL",,,,,2-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187053,SOCIEDADE DEPORTIVA O PINO,A.C.U.D. CAMPORRAPADO,SOCIEDADE DEPORTIVA O PINO,A.C.U.D. CAMPORRAPADO,local,sustitucion,83,2,,,"MALLO DUBRA, ALEJANDRO","VAZQUEZ CORRAL, JORGE",5,2-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187053,SOCIEDADE DEPORTIVA O PINO,A.C.U.D. CAMPORRAPADO,SOCIEDADE DEPORTIVA O PINO,A.C.U.D. CAMPORRAPADO,local,tarjeta amarilla,87,2,"GOMES TAVARES, RAFAEL ANDRE",,,,,2-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187054,C.D. SPORT TEAM ESTRADA,C.D.BELVIS,C.D.BELVIS,C.D. SPORT TEAM ESTRADA,visitante,sustitucion,28,1,,,"SANTIAGO RIVAS, MARIO","BATISTA RAMOS, WALDIR F",1,0-0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187054,C.D. SPORT TEAM ESTRADA,C.D.BELVIS,C.D.BELVIS,C.D. SPORT TEAM ESTRADA,visitante,tarjeta amarilla,30,1,"SANTIAGO RIVAS, MARIO",,,,,0-0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187054,C.D. SPORT TEAM ESTRADA,C.D.BELVIS,C.D.BELVIS,C.D. SPORT TEAM ESTRADA,visitante,sustitucion,57,2,,,"BERNAL PENAS, LUCAS","IGLESIAS QUINTEIRO, JOSE RAMON",2,0-0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187054,C.D. SPORT TEAM ESTRADA,C.D.BELVIS,C.D.BELVIS,C.D. SPORT TEAM ESTRADA,visitante,sustitucion,57,2,,,"FARIÑAS FREIRE, OSCAR","RAMOS CASTRO, ANDRÉS",3,0-0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187054,C.D. SPORT TEAM ESTRADA,C.D.BELVIS,C.D. SPORT TEAM ESTRADA,C.D.BELVIS,local,sustitucion,63,2,,,"GOMEZ CORA, ADRIAN","CHEDAS DURAN, ALFONSO",1,0-0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187054,C.D. SPORT TEAM ESTRADA,C.D.BELVIS,C.D. SPORT TEAM ESTRADA,C.D.BELVIS,local,sustitucion,63,2,,,"LAHSAN, MESAUD MOHAMED FADEL","FERNANDEZ GONZALEZ, IAGO JOSE",2,0-0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187054,C.D. SPORT TEAM ESTRADA,C.D.BELVIS,C.D. SPORT TEAM ESTRADA,C.D.BELVIS,local,tarjeta amarilla,66,2,"CERVIÑO CARRACEDO, ANDRES",,,,,0-0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187054,C.D. SPORT TEAM ESTRADA,C.D.BELVIS,C.D. SPORT TEAM ESTRADA,C.D.BELVIS,local,sustitucion,73,2,,,"GOMEZ LOPEZ, EZEQUIEL","FERNÁNDEZ RIVAS, MARTÍN",3,0-0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187054,C.D. SPORT TEAM ESTRADA,C.D.BELVIS,C.D.BELVIS,C.D. SPORT TEAM ESTRADA,visitante,sustitucion,75,2,,,"SEIJO CASTRO, YAGO","MIGUEZ MEIJOMIL, MIGUEL",4,0-0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187054,C.D. SPORT TEAM ESTRADA,C.D.BELVIS,C.D. SPORT TEAM ESTRADA,C.D.BELVIS,local,sustitucion,82,2,,,"TOUCEDA GOLDAR, MIGUEL","IGLESIAS PALLAS, FERNANDO",4,0-0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187054,C.D. SPORT TEAM ESTRADA,C.D.BELVIS,C.D. SPORT TEAM ESTRADA,C.D.BELVIS,local,gol,89,2,"GOMEZ CORA, ADRIAN",normal,,,,1-0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187054,C.D. SPORT TEAM ESTRADA,C.D.BELVIS,C.D. SPORT TEAM ESTRADA,C.D.BELVIS,local,tarjeta amarilla,89,2,"LAHSAN, MESAUD MOHAMED FADEL",,,,,1-0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187054,C.D. SPORT TEAM ESTRADA,C.D.BELVIS,C.D.BELVIS,C.D. SPORT TEAM ESTRADA,visitante,tarjeta amarilla,89,2,"GUTIERREZ VAZQUEZ, EDUARDO",,,,,1-0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,14,1187054,C.D. SPORT TEAM ESTRADA,C.D.BELVIS,C.D. SPORT TEAM ESTRADA,C.D.BELVIS,local,gol,90'+5,2,"LAHSAN, MESAUD MOHAMED FADEL",normal,,,,2-0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,15,1187055,TRAZO C.F.,S.D. VILLESTRO,S.D. VILLESTRO,TRAZO C.F.,visitante,tarjeta amarilla,34,1,"CASTRO MOAR, ADRIAN",,,,,0-0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,15,1187055,TRAZO C.F.,S.D. VILLESTRO,TRAZO C.F.,S.D. VILLESTRO,local,tarjeta amarilla,42,1,"POSE ANTELO, ALVARO",,,,,0-0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,15,1187055,TRAZO C.F.,S.D. VILLESTRO,TRAZO C.F.,S.D. VILLESTRO,local,tarjeta amarilla,47,2,"BELENDA GABIN, JORGE",,,,,0-0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,15,1187055,TRAZO C.F.,S.D. VILLESTRO,TRAZO C.F.,S.D. VILLESTRO,local,tarjeta amarilla,57,2,"BECERRA VARELA, ESTEBAN",,,,,0-0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,15,1187055,TRAZO C.F.,S.D. VILLESTRO,TRAZO C.F.,S.D. VILLESTRO,local,sustitucion,60,2,,,"BOVEDA TOSAR, ANDRE","BECERRA VARELA, ESTEBAN",1,0-0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,15,1187055,TRAZO C.F.,S.D. VILLESTRO,TRAZO C.F.,S.D. VILLESTRO,local,sustitucion,60,2,,,"NIETO GESTO, CARLOS","POSE ANTELO, ALVARO",2,0-0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,15,1187055,TRAZO C.F.,S.D. VILLESTRO,S.D. VILLESTRO,TRAZO C.F.,visitante,sustitucion,64,2,,,"PEREZ RIO, VICTOR","VIDAL LOSA, ROBERTO",1,0-0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,15,1187055,TRAZO C.F.,S.D. VILLESTRO,TRAZO C.F.,S.D. VILLESTRO,local,sustitucion,69,2,,,"FERREIRA PARENTE, RAUL","GOMEZ FERNANDEZ, SIMON",3,0-0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,15,1187055,TRAZO C.F.,S.D. VILLESTRO,S.D. VILLESTRO,TRAZO C.F.,visitante,sustitucion,71,2,,,"PEREZ MARCOS, VICTOR","RODRIGUEZ GONZALEZ, YAGO",2,0-0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,15,1187055,TRAZO C.F.,S.D. VILLESTRO,S.D. VILLESTRO,TRAZO C.F.,visitante,sustitucion,77,2,,,"BERMUDEZ MALLO, ADEL","GONZALEZ CARBALLO, ANXO",3,0-0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,15,1187055,TRAZO C.F.,S.D. VILLESTRO,S.D. VILLESTRO,TRAZO C.F.,visitante,sustitucion,77,2,,,"FIGUEIRAS PORTELA, FERNANDO","ZAGATO PEREIRA, JOAO VITOR",4,0-0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,15,1187055,TRAZO C.F.,S.D. VILLESTRO,S.D. VILLESTRO,TRAZO C.F.,visitante,tarjeta amarilla,83,2,"PAN PEREZ PUJOL, PABLO",,,,,0-0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,15,1187056,S.D. DUBRA B,C.D. SAN MAMED,C.D. SAN MAMED,S.D. DUBRA B,visitante,gol,17,1,"CHAS BROCOS, IAGO SENEN",normal,,,,0-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,15,1187056,S.D. DUBRA B,C.D. SAN MAMED,S.D. DUBRA B,C.D. SAN MAMED,local,sustitucion,17,1,,,"RIVAS SUAREZ, MARTIN","RAMAS MUIÑO, MARTIN",1,0-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,15,1187056,S.D. DUBRA B,C.D. SAN MAMED,S.D. DUBRA B,C.D. SAN MAMED,local,tarjeta amarilla,29,1,"RIVAS SUAREZ, MARTIN",,,,,0-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,15,1187056,S.D. DUBRA B,C.D. SAN MAMED,S.D. DUBRA B,C.D. SAN MAMED,local,tarjeta amarilla,38,1,"BALEATO DOMINGUEZ, MARCO",,,,,0-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,15,1187056,S.D. DUBRA B,C.D. SAN MAMED,S.D. DUBRA B,C.D. SAN MAMED,local,gol,48,2,"DUBRA LORENZO, ALEJANDRO",normal,,,,1-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,15,1187056,S.D. DUBRA B,C.D. SAN MAMED,C.D. SAN MAMED,S.D. DUBRA B,visitante,tarjeta amarilla,51,2,"REY CALVO, MARTIN",,,,,1-1
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,15,1187056,S.D. DUBRA B,C.D. SAN MAMED,C.D. SAN MAMED,S.D. DUBRA B,visitante,tarjeta amarilla,57,2,"BESTEIRO SAEZ, JAVIER",,,,,1-1
