cod_temporada,cod_competicion,cod_grupo,jornada,fecha,hora,estadio,superficie,árbitro,equipo_local,equipo_visitante,cod_acta,link_acta
20,20005965,22010839,22,09-03-2025,17:00,A Raña - Rodeiro,Hierba Artificial,"SOTO PEREZ, SECUNDINO",RODEIRO C.F.,U.D. VAL DO ULLA,1187118,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187118&cod_acta=1187118
20,20005965,22010839,23,16-03-2025,17:00,O Coto - Val Do Ulla,Hierba Artificial,"REBOREDO RIADIGOS, JOSE LUIS",U.D. VAL DO ULLA,S.D. CACHEIRAS,1187119,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187119&cod_acta=1187119
20,20005965,22010839,23,16-03-2025,17:00,Outeiriño,Hierba Artificial,"ENRIQUEZ PEREIRO, OSCAR",C.F. SILLEDA,S.D. CRUCES,1187120,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187120&cod_acta=1187120
20,20005965,22010839,23,16-03-2025,17:00,Mularedos,Hierba Natural,"CASTRO SANMARTIN, SEBASTIAN",LAMELA C.F.,"S.D. DUBRA ""B""",1187121,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187121&cod_acta=1187121
20,20005965,22010839,23,16-03-2025,16:00,O Forte-Boqueixón,Hierba Artificial,"GAY CASAL, JAVIER",A.C.U.D. CAMPORRAPADO,TRAZO C.F.,1187122,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187122&cod_acta=1187122
20,20005965,22010839,23,16-03-2025,17:00,Campo de Fútbol Municipal As Cancelas,Hierba Artificial,"BRION SANISIDRO, FRANCISCO MANUEL",C.D.BELVIS,S.D. VILLESTRO,1187123,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187123&cod_acta=1187123
20,20005965,22010839,23,15-03-2025,18:30,Mcpal. Manuel Regueiro - Antiguo Figueroa,Hierba Artificial,"TEIJEIRO FERNANDEZ, MIGUEL",C.D. SPORT TEAM ESTRADA,C.D. SAN MAMED,1187124,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187124&cod_acta=1187124
20,20005965,22010839,23,16-03-2025,17:00,Reboredo- Arca- O Pino,Hierba Artificial,"GIL CALDELAS, SAMUEL",SOCIEDADE DEPORTIVA O PINO,C.F. CIRE DE MELIDE,1187125,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187125&cod_acta=1187125
20,20005965,22010839,23,16-03-2025,16:30,A Devesiña - Recesende,Tierra,"FRANCO SABORIDO, DAVID",S.D.C. RECESENDE,RODEIRO C.F.,1187126,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187126&cod_acta=1187126
20,20005965,22010839,24,23-03-2025,17:00,Mpal Do Camballón,Hierba Artificial,"FERNANDEZ MONTOUTO, RUBEN",S.D. CRUCES,S.D. CACHEIRAS,1187127,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187127&cod_acta=1187127
20,20005965,22010839,24,23-03-2025,18:30,A Tilleira - Dubra,Hierba Artificial,"ANTELO ROMERO, XAIRO","S.D. DUBRA ""B""",C.F. SILLEDA,1187128,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187128&cod_acta=1187128
20,20005965,22010839,24,23-03-2025,17:00,O Xeixo - Trazo,Hierba Natural,"HERNANDEZ GIADANS, AGUSTIN",TRAZO C.F.,LAMELA C.F.,1187129,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187129&cod_acta=1187129
20,20005965,22010839,24,23-03-2025,17:00,Suso Conde,Hierba Artificial,"TEIJEIRO FERNANDEZ, MIGUEL",S.D. VILLESTRO,A.C.U.D. CAMPORRAPADO,1187130,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187130&cod_acta=1187130
20,20005965,22010839,24,23-03-2025,18:30,San Mamed,Hierba Artificial,"ENRIQUEZ PEREIRO, OSCAR",C.D. SAN MAMED,C.D.BELVIS,1187131,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187131&cod_acta=1187131
20,20005965,22010839,24,23-03-2025,17:00,Campo Municipal Jesús Carlos Pampin Rua,Hierba Artificial,"CARRILLO CHEKHOV, IVAN",C.F. CIRE DE MELIDE,C.D. SPORT TEAM ESTRADA,1187132,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187132&cod_acta=1187132
20,20005965,22010839,24,23-03-2025,16:30,A Raña - Rodeiro,Hierba Artificial,"MACHADO MOSQUERA, CRISTIAN",RODEIRO C.F.,SOCIEDADE DEPORTIVA O PINO,1187133,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187133&cod_acta=1187133
20,20005965,22010839,24,23-03-2025,16:30,A Devesiña - Recesende,Tierra,"GOMEZ GUTIERREZ, ADRIAN JOSE",S.D.C. RECESENDE,U.D. VAL DO ULLA,1187134,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187134&cod_acta=1187134
20,20005965,22010839,25,30-03-2025,17:00,O Coto - Val Do Ulla,Hierba Artificial,"TEIJEIRO FERNANDEZ, MIGUEL",U.D. VAL DO ULLA,S.D. CRUCES,1187135,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187135&cod_acta=1187135
20,20005965,22010839,25,30-03-2025,17:00,A Cañoteira - Cacheiras-Antigo Ignacio,Hierba Artificial,"MARTINEZ LAREO , MARCOS",S.D. CACHEIRAS,"S.D. DUBRA ""B""",1187136,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187136&cod_acta=1187136
20,20005965,22010839,25,30-03-2025,18:00,Outeiriño,Hierba Artificial,"TABOADA DOVAL, DAVID",C.F. SILLEDA,TRAZO C.F.,1187137,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187137&cod_acta=1187137
20,20005965,22010839,25,30-03-2025,17:30,Mularedos,Hierba Natural,"MACHADO MOSQUERA, CRISTIAN",LAMELA C.F.,S.D. VILLESTRO,1187138,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187138&cod_acta=1187138
20,20005965,22010839,25,30-03-2025,18:00,O Forte-Boqueixón,Hierba Artificial,"SOTO PEREZ, SECUNDINO",A.C.U.D. CAMPORRAPADO,C.D. SAN MAMED,1187139,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187139&cod_acta=1187139
20,20005965,22010839,25,30-03-2025,16:30,Campo de Fútbol Municipal As Cancelas,Hierba Artificial,"ANTELO ROMERO, XAIRO",C.D.BELVIS,C.F. CIRE DE MELIDE,1187140,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187140&cod_acta=1187140
20,20005965,22010839,25,30-03-2025,17:00,Mcpal. Manuel Regueiro - Antiguo Figueroa,Hierba Artificial,"GARCIA VEIRAS, RAUL",C.D. SPORT TEAM ESTRADA,RODEIRO C.F.,1187141,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187141&cod_acta=1187141
20,20005965,22010839,25,30-03-2025,17:00,Reboredo- Arca- O Pino,Hierba Artificial,"REGO RODRIGUEZ, JOSE LUIS",SOCIEDADE DEPORTIVA O PINO,S.D.C. RECESENDE,1187142,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187142&cod_acta=1187142
20,20005965,22010839,26,06-04-2025,18:30,A Tilleira - Dubra,Hierba Artificial,"REBOREDO RIADIGOS, JOSE LUIS","S.D. DUBRA ""B""",S.D. CRUCES,1187143,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187143&cod_acta=1187143
20,20005965,22010839,26,06-04-2025,18:00,O Xeixo - Trazo,Hierba Natural,"MIGUENS SANTIAGO, SERGIO",TRAZO C.F.,S.D. CACHEIRAS,1187144,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187144&cod_acta=1187144
20,20005965,22010839,26,06-04-2025,16:00,Suso Conde,Hierba Artificial,"BOTANA REY, PABLO",S.D. VILLESTRO,C.F. SILLEDA,1187145,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187145&cod_acta=1187145
20,20005965,22010839,26,05-04-2025,18:30,San Mamed,Hierba Artificial,"LAYA LOLO, XOEL",C.D. SAN MAMED,LAMELA C.F.,1187146,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187146&cod_acta=1187146
20,20005965,22010839,26,06-04-2025,17:00,Campo Municipal Jesús Carlos Pampin Rua,Hierba Artificial,"RODRIGUEZ MOAR, DARIO",C.F. CIRE DE MELIDE,A.C.U.D. CAMPORRAPADO,1187147,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187147&cod_acta=1187147
20,20005965,22010839,26,06-04-2025,17:00,A Raña - Rodeiro,Hierba Artificial,"GAY CASAL, JAVIER",RODEIRO C.F.,C.D.BELVIS,1187148,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187148&cod_acta=1187148
20,20005965,22010839,26,06-04-2025,16:00,A Devesiña - Recesende,Tierra,"PONTE APONTE, ADRIAN",S.D.C. RECESENDE,C.D. SPORT TEAM ESTRADA,1187149,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187149&cod_acta=1187149
20,20005965,22010839,26,06-04-2025,17:00,Reboredo- Arca- O Pino,Hierba Artificial,"FERRO BENITO, ANDRES",SOCIEDADE DEPORTIVA O PINO,U.D. VAL DO ULLA,1187150,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187150&cod_acta=1187150
20,20005965,22010839,27,13-04-2025,18:00,O Coto - Val Do Ulla,Hierba Artificial,"TABOADA DOVAL, DAVID",U.D. VAL DO ULLA,"S.D. DUBRA ""B""",1187151,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187151&cod_acta=1187151
20,20005965,22010839,27,13-04-2025,17:00,Mpal Do Camballón,Hierba Artificial,"MACHADO MOSQUERA, CRISTIAN",S.D. CRUCES,TRAZO C.F.,1187152,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187152&cod_acta=1187152
20,20005965,22010839,27,13-04-2025,18:30,A Cañoteira - Cacheiras-Antigo Ignacio,Hierba Artificial,"ENRIQUEZ PEREIRO, OSCAR",S.D. CACHEIRAS,S.D. VILLESTRO,1187153,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187153&cod_acta=1187153
20,20005965,22010839,27,13-04-2025,18:00,Outeiriño,Hierba Artificial,"GOMEZ GUTIERREZ, ADRIAN JOSE",C.F. SILLEDA,C.D. SAN MAMED,1187154,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187154&cod_acta=1187154
20,20005965,22010839,27,13-04-2025,18:00,Mularedos,Hierba Natural,"ALCALA REY, ALFONSO",LAMELA C.F.,C.F. CIRE DE MELIDE,1187155,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187155&cod_acta=1187155
20,20005965,22010839,27,13-04-2025,16:15,O Forte-Boqueixón,Hierba Artificial,"FERNANDEZ MONTOUTO, RUBEN",A.C.U.D. CAMPORRAPADO,RODEIRO C.F.,1187156,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187156&cod_acta=1187156
20,20005965,22010839,27,13-04-2025,17:00,Campo de Fútbol Municipal As Cancelas,Hierba Artificial,"FONTES MOSQUEIRA, XESUS",C.D.BELVIS,S.D.C. RECESENDE,1187157,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187157&cod_acta=1187157
20,20005965,22010839,27,12-04-2025,19:00,Mcpal. Manuel Regueiro - Antiguo Figueroa,Hierba Artificial,"VIDAL FONSECA, GUSTAVO",C.D. SPORT TEAM ESTRADA,SOCIEDADE DEPORTIVA O PINO,1187158,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187158&cod_acta=1187158
20,20005965,22010839,28,26-04-2025,18:00,O Xeixo - Trazo,Hierba Natural,"ALAOUI SOULIMANI, AMINE",TRAZO C.F.,"S.D. DUBRA ""B""",1187159,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187159&cod_acta=1187159
20,20005965,22010839,28,27-04-2025,17:00,Suso Conde,Hierba Artificial,"SÁNCHEZ NOYA, JOSÉ MANUEL",S.D. VILLESTRO,S.D. CRUCES,1187160,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187160&cod_acta=1187160
20,20005965,22010839,28,27-04-2025,18:30,San Mamed,Hierba Artificial,"MACHADO MOSQUERA, CRISTIAN",C.D. SAN MAMED,S.D. CACHEIRAS,1187161,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187161&cod_acta=1187161
20,20005965,22010839,28,27-04-2025,18:00,Campo Municipal Jesús Carlos Pampin Rua,Hierba Artificial,"CASTRO CASTRO, MIGUEL ANGEL",C.F. CIRE DE MELIDE,C.F. SILLEDA,1187162,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187162&cod_acta=1187162
20,20005965,22010839,28,27-04-2025,17:00,A Raña - Rodeiro,Hierba Artificial,"TABOADA DOVAL, DAVID",RODEIRO C.F.,LAMELA C.F.,1187163,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187163&cod_acta=1187163
20,20005965,22010839,28,27-04-2025,18:00,A Devesiña - Recesende,Tierra,"COSTA CAROU, OSCAR",S.D.C. RECESENDE,A.C.U.D. CAMPORRAPADO,1187164,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187164&cod_acta=1187164
20,20005965,22010839,28,27-04-2025,17:00,Reboredo- Arca- O Pino,Hierba Artificial,"CASTRO SANMARTIN, SEBASTIAN",SOCIEDADE DEPORTIVA O PINO,C.D.BELVIS,1187165,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187165&cod_acta=1187165
20,20005965,22010839,28,26-04-2025,19:00,Mcpal. Manuel Regueiro - Antiguo Figueroa,Hierba Artificial,"FUENTES GARCIA, IAGO",C.D. SPORT TEAM ESTRADA,U.D. VAL DO ULLA,1187166,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187166&cod_acta=1187166
20,20005965,22010839,29,04-05-2025,18:30,O Xeixo - Trazo,Hierba Natural,"FONTES MOSQUEIRA, XESUS",TRAZO C.F.,U.D. VAL DO ULLA,1187167,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187167&cod_acta=1187167
20,20005965,22010839,29,04-05-2025,18:00,A Tilleira - Dubra,Hierba Artificial,"REGO RODRIGUEZ, JOSE LUIS","S.D. DUBRA ""B""",S.D. VILLESTRO,1187168,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187168&cod_acta=1187168
20,20005965,22010839,29,04-05-2025,20:00,Mpal Do Camballón,Hierba Artificial,"TABOADA DOVAL, DAVID",S.D. CRUCES,C.D. SAN MAMED,1187169,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187169&cod_acta=1187169
20,20005965,22010839,29,04-05-2025,19:00,A Cañoteira - Cacheiras-Antigo Ignacio,Hierba Artificial,"GARCIA IGLESIAS, BRAIS",S.D. CACHEIRAS,C.F. CIRE DE MELIDE,1187170,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187170&cod_acta=1187170
20,20005965,22010839,29,04-05-2025,18:00,Outeiriño,Hierba Artificial,"CASTRO SANMARTIN, SEBASTIAN",C.F. SILLEDA,RODEIRO C.F.,1187171,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187171&cod_acta=1187171
20,20005965,22010839,29,04-05-2025,18:30,Mularedos,Hierba Natural,"ENRIQUEZ PEREIRO, OSCAR",LAMELA C.F.,S.D.C. RECESENDE,1187172,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187172&cod_acta=1187172
20,20005965,22010839,29,04-05-2025,16:30,O Forte-Boqueixón,Hierba Artificial,"GAY CASAL, JAVIER",A.C.U.D. CAMPORRAPADO,SOCIEDADE DEPORTIVA O PINO,1187173,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187173&cod_acta=1187173
20,20005965,22010839,29,04-05-2025,16:30,Campo de Fútbol Municipal As Cancelas,Hierba Artificial,"MIGUENS SANTIAGO, SERGIO",C.D.BELVIS,C.D. SPORT TEAM ESTRADA,1187174,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187174&cod_acta=1187174
20,20005965,22010839,30,11-05-2025,19:00,Suso Conde,Hierba Artificial,"PITA REY, JOSE LUIS",S.D. VILLESTRO,TRAZO C.F.,1187175,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187175&cod_acta=1187175
20,20005965,22010839,30,11-05-2025,19:00,San Mamed,Hierba Artificial,"GAY CASAL, JAVIER",C.D. SAN MAMED,"S.D. DUBRA ""B""",1187176,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187176&cod_acta=1187176
20,20005965,22010839,30,11-05-2025,19:00,Campo Municipal Jesús Carlos Pampin Rua,Hierba Artificial,"GIL CALDELAS, SAMUEL",C.F. CIRE DE MELIDE,S.D. CRUCES,1187177,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187177&cod_acta=1187177
20,20005965,22010839,30,09-05-2025,20:45,A Raña - Rodeiro,Hierba Artificial,"LAYA LOLO, XOEL",RODEIRO C.F.,S.D. CACHEIRAS,1187178,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187178&cod_acta=1187178
20,20005965,22010839,30,11-05-2025,12:00,A Devesiña - Recesende,Tierra,"LOMBAO GONZALEZ, IAGO",S.D.C. RECESENDE,C.F. SILLEDA,1187179,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187179&cod_acta=1187179
20,20005965,22010839,30,11-05-2025,16:00,Reboredo- Arca- O Pino,Hierba Artificial,"HERNANDEZ GIADANS, AGUSTIN",SOCIEDADE DEPORTIVA O PINO,LAMELA C.F.,1187180,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187180&cod_acta=1187180
20,20005965,22010839,30,11-05-2025,19:00,Mcpal. Manuel Regueiro - Antiguo Figueroa,Hierba Artificial,"REBOREDO RIADIGOS, JOSE LUIS",C.D. SPORT TEAM ESTRADA,A.C.U.D. CAMPORRAPADO,1187181,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187181&cod_acta=1187181
20,20005965,22010839,30,11-05-2025,19:00,O Coto - Val Do Ulla,Hierba Artificial,"SOTO PEREZ, SECUNDINO",U.D. VAL DO ULLA,C.D.BELVIS,1187182,https://www.futgal.es/pnfg/NPcd/NFG_CmpPartido?cod_primaria=1000120&CodActa=1187182&cod_acta=1187182
