cod_primaria,categoria,cod_competicion,competicion,cod_grupo,grupo
1000120,ALEVINES,22547448,ALEVIN F-8 | ELIMINATORIAS,24097681,A CORUÑA | COPA DE A COSTA ALEVIN
1000120,ALEVINES,22547448,ALEVIN F-8 | ELIMINATORIAS,24097696,A CORUÑA | COPA SUBDELEGACION COSTA G3
1000120,ALEVINES,22547448,ALEVIN F-8 | ELIMINATORIAS,24102095,SANTIAGO | 2ª ALEVIN > PROMOCION ASCENSO
1000120,ALEVINES,22547448,ALEVIN F-8 | ELIMINATORIAS,24095546,LUGO | Santiago de Foz (finales 1ª Fase)
1000120,ALEVINES,22547448,ALEVIN F-8 | ELIMINATORIAS,24095550,LUGO | Becerreá (finales 1ª Fase)
1000120,ALEVINES,22547448,ALEVIN F-8 | ELIMINATORIAS,24095554,LUGO | Piringalla (finales 1ª Fase)
1000120,ALEVINES,22547448,ALEVIN F-8 | ELIMINATORIAS,24095558,LUGO | Polvorín (finales 1ª Fase)
1000120,ALEVINES,22547448,ALEVIN F-8 | ELIMINATORIAS,24102178,LUGO | Copa - Fase Final (Corgo)
1000120,ALEVINES,22547448,ALEVIN F-8 | ELIMINATORIAS,23694909,COPA DEPUTACION OURENSE | 1ª ALEVIN
1000120,ALEVINES,22547448,ALEVIN F-8 | ELIMINATORIAS,23694948,COPA DEPUTACION OURENSE | 2ª ALEVIN
1000120,ALEVINES,22547448,ALEVIN F-8 | ELIMINATORIAS,24066644,VIGO I COPA 1ª ALEVIN
1000120,ALEVINES,22547448,ALEVIN F-8 | ELIMINATORIAS,24107079,VIGO | COPA HONOR 2ª
1000120,ALEVINES,22547448,ALEVIN F-8 | ELIMINATORIAS,24100835,VIGO | COPA FEDERACIÓN 2ª
1000120,ALEVINES,22547448,ALEVIN F-8 | ELIMINATORIAS,24100851,VIGO | COPA DELEGACIÓN 2ª
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24050273,LUGO | Stgo Foz Gr. 1
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24056872,LUGO | Stgo Foz Gr. 2
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24056889,LUGO | Stgo Foz Gr. 3
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24056890,LUGO | Stgo Foz Gr. 4
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24056895,LUGO | Becerreá Gr. 1
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24056897,LUGO | Becerreá Gr. 2
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24056898,LUGO | Becerreá Gr. 3
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24056899,LUGO | Piringalla Gr. 1
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24056900,LUGO | Piringalla Gr. 2
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24056901,LUGO | Piringalla Gr. 3
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24056902,LUGO | Piringalla Gr. 4
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24056958,LUGO | Polvorin Gr. 1
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24056959,LUGO | Polvorin Gr. 2
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24056960,LUGO | Polvorin Gr. 3
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24075968,VIGO | COPA HONOR 2ª GRUPO 1
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24075969,VIGO | COPA HONOR 2ª GRUPO 2
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24075970,VIGO | COPA HONOR 2ª GRUPO 3
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24075971,VIGO | COPA HONOR 2ª GRUPO 4
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24075972,VIGO | COPA HONOR 2ª GRUPO 5
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24075973,VIGO | COPA HONOR 2ª GRUPO 6
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24075974,VIGO | COPA HONOR 2ª GRUPO 7
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24075975,VIGO | COPA HONOR 2ª GRUPO 8
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24075976,VIGO | COPA FEDERACIÓN 2ª GRUPO 1
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24075977,VIGO | COPA FEDERACIÓN 2ª GRUPO 2
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24075978,VIGO | COPA FEDERACIÓN 2ª GRUPO 3
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24075979,VIGO | COPA FEDERACIÓN 2ª GRUPO 4
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24076096,VIGO | COPA FEDERACIÓN 2ª GRUPO 5
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24076749,VIGO | COPA FEDERACIÓN 2ª GRUPO 6
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24076750,VIGO | COPA FEDERACIÓN 2ª GRUPO 7
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24076751,VIGO | COPA FEDERACIÓN 2ª GRUPO 8
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24076752,VIGO | COPA FEDERACIÓN 2ª GRUPO 9
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24076753,VIGO | COPA FEDERACIÓN 2ª GRUPO 10
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24076754,VIGO | COPA FEDERACIÓN 2ª GRUPO 11
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24076755,VIGO | COPA DELEGACIÓN 2ª GRUPO 1
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24076756,VIGO | COPA DELEGACIÓN 2ª GRUPO 2
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24076757,VIGO | COPA DELEGACIÓN 2ª GRUPO 3
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24076758,VIGO | COPA DELEGACIÓN 2ª GRUPO 4
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24076759,VIGO | COPA DELEGACIÓN 2ª GRUPO 5
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24076760,VIGO | COPA DELEGACIÓN 2ª GRUPO 6
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24076761,VIGO | COPA DELEGACIÓN 2ª GRUPO 7
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24076943,VIGO | COPA DELEGACIÓN 2ª GRUPO 8
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24076961,VIGO | COPA DELEGACIÓN 2ª GRUPO 9
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24076962,VIGO | COPA DELEGACIÓN 2ª GRUPO 10
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24076979,VIGO | COPA DELEGACIÓN 2ª GRUPO 11
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24076983,VIGO | COPA DELEGACIÓN 2ª GRUPO 12
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24076985,VIGO | COPA DELEGACIÓN 2ª GRUPO 13
1000120,ALEVINES,22547517,ALEVIN F-8 | COPA (LIGUILLAS),24076986,VIGO | COPA DELEGACIÓN 2ª GRUPO 14
1000120,ALEVINES,23989012,ALEVIN F-8 | SEGUNDAS FASES,23989242,LUGO | 2ª FASE - Promoción
1000120,ALEVINES,23989012,ALEVIN F-8 | SEGUNDAS FASES,23989244,LUGO | 2ª FASE - Grupo 1
1000120,ALEVINES,23989012,ALEVIN F-8 | SEGUNDAS FASES,23989245,LUGO | 2ª FASE - Grupo 2
1000120,ALEVINES,23989012,ALEVIN F-8 | SEGUNDAS FASES,23989246,LUGO | 2ª FASE - Grupo 3
1000120,ALEVINES,23989012,ALEVIN F-8 | SEGUNDAS FASES,23989266,LUGO | 2ª FASE - Grupo 4
1000120,ALEVINES,23989012,ALEVIN F-8 | SEGUNDAS FASES,23989268,LUGO | 2ª FASE - Grupo 5
1000120,ALEVINES,23989012,ALEVIN F-8 | SEGUNDAS FASES,23989288,LUGO | 2ª FASE - Grupo 6
1000120,ALEVINES,23989012,ALEVIN F-8 | SEGUNDAS FASES,23989289,LUGO | 2ª FASE - Grupo 7
1000120,ALEVINES,23989012,ALEVIN F-8 | SEGUNDAS FASES,23989290,LUGO | 2ª FASE - Grupo 8
1000120,ALEVINES,23986795,XV TORNEO F11 ALEVIN CONSERVAS CALVO (NO OFICIAL),23986813,XV TORNEO F11 ALEVIN CONSERVAS CALVO - NORTE
1000120,ALEVINES,23986795,XV TORNEO F11 ALEVIN CONSERVAS CALVO (NO OFICIAL),23986839,XV TORNEO F11 ALEVIN CONSERVAS CALVO - SUR
1000120,BENJAMINES,22547663,BENJAMIN F-8 - PRIMERA FUTGAL,24084311,TORNEO DELEGACIÓN 1ª BENJAMIN
1000120,BENJAMINES,22547663,BENJAMIN F-8 - PRIMERA FUTGAL,24030568,A CORUÑA | TORNEO DELEGACIÓN G. A
1000120,BENJAMINES,22547663,BENJAMIN F-8 - PRIMERA FUTGAL,24030589,A CORUÑA | TORNEO DELEGACIÓN G.B
1000120,BENJAMINES,22547663,BENJAMIN F-8 - PRIMERA FUTGAL,24030590,A CORUÑA | TORNEO DELEGACIÓN G.C
1000120,BENJAMINES,22547663,BENJAMIN F-8 - PRIMERA FUTGAL,23642632,A CORUÑA | 1ª BENJAMIN | GRUPO 1
1000120,BENJAMINES,22547663,BENJAMIN F-8 - PRIMERA FUTGAL,23642656,A CORUÑA | 1ª BENJAMIN | GRUPO 2
1000120,BENJAMINES,22547663,BENJAMIN F-8 - PRIMERA FUTGAL,23634450,A COSTA | 1ª BENJAMIN | GRUPO 1
1000120,BENJAMINES,22547663,BENJAMIN F-8 - PRIMERA FUTGAL,23634470,A COSTA | 1ª BENJAMIN | GRUPO 2
1000120,BENJAMINES,22547663,BENJAMIN F-8 - PRIMERA FUTGAL,23634484,A COSTA | 1ª BENJAMIN | GRUPO 3
1000120,BENJAMINES,22547663,BENJAMIN F-8 - PRIMERA FUTGAL,23991206,A COSTA | 1ª BENJAMIN | TITULO
1000120,BENJAMINES,22547663,BENJAMIN F-8 - PRIMERA FUTGAL,24006267,A COSTA | LUCHA POR LA COPA | GRUPO 1
1000120,BENJAMINES,22547663,BENJAMIN F-8 - PRIMERA FUTGAL,24006273,A COSTA | LUCHA POR LA COPA | GRUPO 2
1000120,BENJAMINES,22547663,BENJAMIN F-8 - PRIMERA FUTGAL,24006274,A COSTA | LUCHA POR LA COPA | GRUPO 3
1000120,BENJAMINES,22547663,BENJAMIN F-8 - PRIMERA FUTGAL,24006277,A COSTA | LUCHA POR LA COPA | GRUPO 4
1000120,BENJAMINES,22547663,BENJAMIN F-8 - PRIMERA FUTGAL,23341440,FERROL < 1ª FASE < GRUPO A
1000120,BENJAMINES,22547663,BENJAMIN F-8 - PRIMERA FUTGAL,23341558,FERROL < 1ª FASE < GRUPO B
1000120,BENJAMINES,22547663,BENJAMIN F-8 - PRIMERA FUTGAL,23341620,FERROL < 1ª FASE < GRUPO C
1000120,BENJAMINES,22547663,BENJAMIN F-8 - PRIMERA FUTGAL,23341658,FERROL < 1ª FASE < GRUPO D
1000120,BENJAMINES,22547663,BENJAMIN F-8 - PRIMERA FUTGAL,23888399,FERROL | 2ª FASE > GRUPO E
1000120,BENJAMINES,22547663,BENJAMIN F-8 - PRIMERA FUTGAL,23888414,FERROL | 2ª FASE > GRUPO F
1000120,BENJAMINES,22547663,BENJAMIN F-8 - PRIMERA FUTGAL,23888431,FERROL | 2ª FASE > GRUPO G
1000120,BENJAMINES,22547663,BENJAMIN F-8 - PRIMERA FUTGAL,23888432,FERROL | 2ª FASE > GRUPO H
1000120,BENJAMINES,22547663,BENJAMIN F-8 - PRIMERA FUTGAL,23888433,FERROL | 2ª FASE > GRUPO I
1000120,BENJAMINES,22547663,BENJAMIN F-8 - PRIMERA FUTGAL,23085416,SANTIAGO
1000120,BENJAMINES,22547663,BENJAMIN F-8 - PRIMERA FUTGAL,23539553,LUGO | G1 Lugo Norte
1000120,BENJAMINES,22547663,BENJAMIN F-8 - PRIMERA FUTGAL,23539575,LUGO | G2 Lugo Sur
1000120,BENJAMINES,22547663,BENJAMIN F-8 - PRIMERA FUTGAL,23081287,OURENSE
1000120,BENJAMINES,22547663,BENJAMIN F-8 - PRIMERA FUTGAL,23158231,PONTEVEDRA | GRUPO 1
1000120,BENJAMINES,22547663,BENJAMIN F-8 - PRIMERA FUTGAL,23158288,PONTEVEDRA | GRUPO 2
1000120,BENJAMINES,22547663,BENJAMIN F-8 - PRIMERA FUTGAL,23158375,PONTEVEDRA | GRUPO 3
1000120,BENJAMINES,22547663,BENJAMIN F-8 - PRIMERA FUTGAL,23846243,PONTEVEDRA | GRUPO A
1000120,BENJAMINES,22547663,BENJAMIN F-8 - PRIMERA FUTGAL,23846367,PONTEVEDRA | GRUPO B
1000120,BENJAMINES,22547663,BENJAMIN F-8 - PRIMERA FUTGAL,23846368,PONTEVEDRA | GRUPO C
1000120,BENJAMINES,22547663,BENJAMIN F-8 - PRIMERA FUTGAL,22747045,VIGO
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23661783,A CORUÑA | GRUPO 1
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23661790,A CORUÑA | GRUPO 2
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23661964,A CORUÑA | GRUPO 3
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23662040,A CORUÑA | GRUPO 4
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23662044,A CORUÑA | GRUPO 5
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23662103,A CORUÑA | GRUPO 6
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23662157,A CORUÑA | GRUPO 7
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23662194,A CORUÑA | GRUPO 8
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23662225,A CORUÑA | GRUPO 9
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23662251,A CORUÑA | GRUPO 10
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23678900,A CORUÑA | MARIÑAS GRUPO 1
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23678949,A CORUÑA | MARIÑAS GRUPO 2
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23678963,A CORUÑA | MARIÑAS GRUPO 3
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23678982,A CORUÑA | MARIÑAS GRUPO 4
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23679012,A CORUÑA | MARIÑAS GRUPO 5
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23679039,A CORUÑA | MARIÑAS GRUPO 6
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23679059,A CORUÑA | MARIÑAS GRUPO 7
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23679106,A CORUÑA | MARIÑAS GRUPO 8
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23679132,A CORUÑA | MARIÑAS GRUPO 9
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23925969,A CORUÑA | FASE ORO | AFAC 1
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23925978,A CORUÑA | FASE ORO | AFAC 2
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23925979,A CORUÑA | FASE ORO | AFAC 3
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23926002,A CORUÑA | FASE ORO | AFAC 4
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23926023,A CORUÑA | FASE PLATA | AFAC 1
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23926041,A CORUÑA | FASE PLATA | AFAC 2
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23926054,A CORUÑA | FASE PLATA | AFAC 3
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23926055,A CORUÑA | FASE PLATA | AFAC 4
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23926161,A CORUÑA | FASE PLATA | AFAC 5
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23926162,A CORUÑA | FASE PLATA | AFAC 6
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23929550,A CORUÑA | MARIÑAS | FASE ORO | A. PENA G1
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23929551,A CORUÑA | MARIÑAS | FASE ORO | A. PENA G2
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23929552,A CORUÑA | MARIÑAS | FASE ORO | A. PENA G3
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23929553,A CORUÑA | MARIÑAS | FASE ORO | A. PENA G4
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23929554,A CORUÑA | MARIÑAS | FASE PLATA | A. PENA 1
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23929555,A CORUÑA | MARIÑAS | FASE PLATA | A. PENA 2
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23929556,A CORUÑA | MARIÑAS | FASE PLATA | A. PENA 3
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,24088403,A CORUÑA | ZONAL ORO TITULO | G1
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,24088404,A CORUÑA | ZONAL ORO TITULO | G2
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,24088405,A CORUÑA | ZONAL PLATA TITULO | G1
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,24088406,A CORUÑA | ZONAL PLATA TITULO | G2
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,24088462,A CORUÑA | ORO TORNEO AFAC | G1
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,24088477,A CORUÑA | ORO TORNEO AFAC | G2
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,24088478,A CORUÑA | ORO TORNEO AFAC | G3
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,24088480,A CORUÑA | ORO TORNEO AFAC | G4
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,24088481,A CORUÑA | PLATA TORNEO AFAC | G1
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,24088483,A CORUÑA | PLATA TORNEO AFAC | G2
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,24088485,A CORUÑA | PLATA TORNEO AFAC | G3
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,24088774,A CORUÑA | MARIÑAS ZONAL ORO TITULO | G1
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,24088775,A CORUÑA | MARIÑAS ZONAL ORO TITULO | G2
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,24088776,A CORUÑA | MARIÑAS ZONAL PLATA TITULO
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,24088786,A CORUÑA | MARIÑAS A. PENA ORO | G1
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,24088787,A CORUÑA | MARIÑAS A. PENA ORO | G2
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,24088788,A CORUÑA | MARIÑAS A. PENA ORO | G3
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,24088789,A CORUÑA | MARIÑAS A. PENA ORO | G4
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,24088790,A CORUÑA | MARIÑAS A. PENA PLATA | G1
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,24088791,A CORUÑA | MARIÑAS A. PENA PLATA | G2
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,24088792,A CORUÑA | MARIÑAS A. PENA PLATA | G3
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23085992,SANTIAGO | GRUPO 1
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23086214,SANTIAGO | GRUPO 2
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23086417,SANTIAGO | GRUPO 3
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23539576,LUGO | Grupo 1
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23539577,LUGO | Grupo 2
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23539578,LUGO | Grupo 3
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23539579,LUGO | Grupo 4
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23539580,LUGO | Grupo 5
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23539600,LUGO | Grupo 6
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23081909,OURENSE | GRUPO 1
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23081949,OURENSE | GRUPO 2
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23158824,PONTEVEDRA | GRUPO 1
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23158903,PONTEVEDRA | GRUPO 2
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23158981,PONTEVEDRA | GRUPO 3
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23901632,PONTEVEDRA | GRUPO A
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23904314,PONTEVEDRA | GRUPO B
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23904316,PONTEVEDRA | GRUPO C
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23904317,PONTEVEDRA | GRUPO D
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23904336,PONTEVEDRA | GRUPO E
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23888684,VIGO | 2ª FASE GRUPO 1 - ASCENSO
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23888685,VIGO | 2ª FASE GRUPO 2
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23888686,VIGO | 2ª FASE GRUPO 3
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23888687,VIGO | 2ª FASE GRUPO 4
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23888688,VIGO | 2ª FASE GRUPO 5
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23888689,VIGO | 2ª FASE GRUPO 6
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23888690,VIGO | 2ª FASE GRUPO 7
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23186579,VIGO | 1ª FASE GRUPO 1
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23186597,VIGO | 1ª FASE GRUPO 2
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23186639,VIGO | 1ª FASE GRUPO 3
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23186642,VIGO | 1ª FASE GRUPO 4
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23186659,VIGO | 1ª FASE GRUPO 5
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23186680,VIGO | 1ª FASE GRUPO 6
1000120,BENJAMINES,22547668,BENJAMIN F-8 - SEGUNDA FUTGAL,23186707,VIGO | 1ª FASE GRUPO 7
1000120,BENJAMINES,20006021,BENJAMIN F-8 - TERCERA FUTGAL,23406393,SANTIAGO | GRUPO 1 > FASE 1ª
1000120,BENJAMINES,20006021,BENJAMIN F-8 - TERCERA FUTGAL,23406417,SANTIAGO | GRUPO 2 > FASE 1ª
1000120,BENJAMINES,20006021,BENJAMIN F-8 - TERCERA FUTGAL,23406452,SANTIAGO | GRUPO 3 > FASE 1ª
1000120,BENJAMINES,20006021,BENJAMIN F-8 - TERCERA FUTGAL,23406529,SANTIAGO | GRUPO 4 > FASE 1ª
1000120,BENJAMINES,20006021,BENJAMIN F-8 - TERCERA FUTGAL,23406554,SANTIAGO | GRUPO 5 > FASE 1ª
1000120,BENJAMINES,20006021,BENJAMIN F-8 - TERCERA FUTGAL,23406557,SANTIAGO | GRUPO 6 > FASE 1ª
1000120,BENJAMINES,20006021,BENJAMIN F-8 - TERCERA FUTGAL,23406597,SANTIAGO | GRUPO 7 > FASE 1ª
1000120,BENJAMINES,20006021,BENJAMIN F-8 - TERCERA FUTGAL,23853263,SANTIAGO | FASE OURO > GRUPO 1
1000120,BENJAMINES,20006021,BENJAMIN F-8 - TERCERA FUTGAL,23853312,SANTIAGO | FASE OURO > GRUPO 2
1000120,BENJAMINES,20006021,BENJAMIN F-8 - TERCERA FUTGAL,23853514,SANTIAGO | FASE OURO > GRUPO 3
1000120,BENJAMINES,20006021,BENJAMIN F-8 - TERCERA FUTGAL,23853562,SANTIAGO | FASE PRATA > GRUPO 1
1000120,BENJAMINES,20006021,BENJAMIN F-8 - TERCERA FUTGAL,23853563,SANTIAGO | FASE PRATA > GRUPO 2
