cod_primaria,categoria,cod_competicion,competicion,cod_grupo,grupo
1000120,INFANTILES,24088140,TORNEO A CORUÑA SISTEMA LIGA 3ª INFANTIL (NO OFICIAL),24088154,A CORUÑA | COPA AFAC | 3ª INFANTIL | G2
1000120,INFANTILES,24088140,TORNEO A CORUÑA SISTEMA LIGA 3ª INFANTIL (NO OFICIAL),24088155,A CORUÑA | COPA AFAC | 3ª INFANTIL | G3
1000120,INFANTILES,24088140,TORNEO A CORUÑA SISTEMA LIGA 3ª INFANTIL (NO OFICIAL),24088156,A CORUÑA | COPA AFAC | 3ª INFANTIL | G4
1000120,INFANTILES,24088140,TORNEO A CORUÑA SISTEMA LIGA 3ª INFANTIL (NO OFICIAL),24088157,A CORUÑA | COPA AFAC | 3ª INFANTIL | G5
1000120,INFANTILES,24088140,TORNEO A CORUÑA SISTEMA LIGA 3ª INFANTIL (NO OFICIAL),24088158,A CORUÑA | COPA AFAC | 3ª INFANTIL | G6
1000120,INFANTILES,24088140,TORNEO A CORUÑA SISTEMA LIGA 3ª INFANTIL (NO OFICIAL),24088160,A CORUÑA | COPA AFAC | 3ª INFANTIL | G7
1000120,INFANTILES,24088140,TORNEO A CORUÑA SISTEMA LIGA 3ª INFANTIL (NO OFICIAL),24088161,A CORUÑA | COPA AFAC | 3ª INFANTIL | G8
1000120,INFANTILES,24088140,TORNEO A CORUÑA SISTEMA LIGA 3ª INFANTIL (NO OFICIAL),24101439,TORNEO A. PENA | LIGA | 3ª INFANTIL G A
1000120,INFANTILES,24088140,TORNEO A CORUÑA SISTEMA LIGA 3ª INFANTIL (NO OFICIAL),24101440,TORNEO A. PENA | LIGA | 3ª INFANTIL G. B
1000120,INFANTILES,24088140,TORNEO A CORUÑA SISTEMA LIGA 3ª INFANTIL (NO OFICIAL),24101441,TORNEO A. PENA | LIGA | 3ª INFANTIL G C
1000120,INFANTILES,24088140,TORNEO A CORUÑA SISTEMA LIGA 3ª INFANTIL (NO OFICIAL),24101442,TORNEO A. PENA | LIGA | 3ª INFANTILG. D
1000120,FUTBOL 7,23934290,A NOSA CHAMPIONS FÚTBOL,24033889,GRUPO A CALO
1000120,FUTBOL 7,23934290,A NOSA CHAMPIONS FÚTBOL,24033890,GRUPO B CALO
1000120,FUTBOL 7,23934290,A NOSA CHAMPIONS FÚTBOL,24050689,PRIMEROS CALO
1000120,FUTBOL 7,23934290,A NOSA CHAMPIONS FÚTBOL,24050688,SEGUNDOS CALO
1000120,FUTBOL 7,23934290,A NOSA CHAMPIONS FÚTBOL,24050687,TERCEROS CALO
1000120,FUTBOL 7,23934290,A NOSA CHAMPIONS FÚTBOL,24084302,GRUPO A | ABEGONDO
1000120,FUTBOL 7,23934290,A NOSA CHAMPIONS FÚTBOL,24084303,GRUPO B | ABEGONDO
1000120,FUTBOL 7,23934290,A NOSA CHAMPIONS FÚTBOL,24084305,PRIMEROS ABEGONDO
1000120,FUTBOL 7,23934290,A NOSA CHAMPIONS FÚTBOL,24084306,SEGUNDOS ABEGONDO
1000120,FUTBOL 7,23934290,A NOSA CHAMPIONS FÚTBOL,24084309,TERCEROS ABEGONDO
1000120,ALEVINES,24107145,FINALES TORNEO LUIS CALVO SANZ (NO OFICIAL),24107146,FINAL TORNEO LUIS CALVO SANZ
1000120,ALEVINES,24107145,FINALES TORNEO LUIS CALVO SANZ (NO OFICIAL),24107148,3º Y 4º PUESTO TORNEO LUIS CALVO SANZ
1000120,ALEVINES,20005941,ALEVÍN F-11 - PRIMERA,20005942,PONTEVEDRA | GRUPO 1
1000120,ALEVINES,20005941,ALEVÍN F-11 - PRIMERA,22546521,PONTEVEDRA | GRUPO 2
1000120,ALEVINES,20005941,ALEVÍN F-11 - PRIMERA,23846119,PONTEVEDRA | GRUPO A
1000120,ALEVINES,20005941,ALEVÍN F-11 - PRIMERA,23846161,PONTEVEDRA | GRUPO B
1000120,ALEVINES,24100928,CAMPEONATO GALEGO DE FUTBOL 8 - FASE INTERMEDIA,24102605,ALEVIN | NORTE GRUPO A
1000120,ALEVINES,24100928,CAMPEONATO GALEGO DE FUTBOL 8 - FASE INTERMEDIA,24102711,ALEVIN | NORTE GRUPO B
1000120,ALEVINES,24100928,CAMPEONATO GALEGO DE FUTBOL 8 - FASE INTERMEDIA,24102852,ALEVIN |SUR GRUPO A
1000120,ALEVINES,24100928,CAMPEONATO GALEGO DE FUTBOL 8 - FASE INTERMEDIA,24102853,ALEVIN | SUR GRUPO B
1000120,ALEVINES,24100928,CAMPEONATO GALEGO DE FUTBOL 8 - FASE INTERMEDIA,24102854,BENJAMIN | NORTE GRUPO A
1000120,ALEVINES,24100928,CAMPEONATO GALEGO DE FUTBOL 8 - FASE INTERMEDIA,24102861,BENJAMIN | NORTE GRUPO B
1000120,ALEVINES,24100928,CAMPEONATO GALEGO DE FUTBOL 8 - FASE INTERMEDIA,24102862,BENJAMIN | SUR GRUPO A
1000120,ALEVINES,24100928,CAMPEONATO GALEGO DE FUTBOL 8 - FASE INTERMEDIA,24102863,BENJAMIN | SUR GRUPO B
1000120,ALEVINES,24100928,CAMPEONATO GALEGO DE FUTBOL 8 - FASE INTERMEDIA,24102870,PREBENJAMIN | NORTE GRUPO A
1000120,ALEVINES,24100928,CAMPEONATO GALEGO DE FUTBOL 8 - FASE INTERMEDIA,24102906,PREBENJAMIN | NORTE GRUPO B
1000120,ALEVINES,24100928,CAMPEONATO GALEGO DE FUTBOL 8 - FASE INTERMEDIA,24102907,PREBENJAMIN | SUR GRUPO A
1000120,ALEVINES,24100928,CAMPEONATO GALEGO DE FUTBOL 8 - FASE INTERMEDIA,24102908,PREBENJAMIN | SUR GRUPO B
1000120,ALEVINES,22546645,ALEVIN F-8 - PRIMERA FUTGAL,24029786,A CORUÑA | TITULO | GRUPO A
1000120,ALEVINES,22546645,ALEVIN F-8 - PRIMERA FUTGAL,24030144,A CORUÑA | TITULO | GRUPO B
1000120,ALEVINES,22546645,ALEVIN F-8 - PRIMERA FUTGAL,24030164,A CORUÑA | TITULO | GRUPO C
1000120,ALEVINES,22546645,ALEVIN F-8 - PRIMERA FUTGAL,24029791,A CORUÑA | TORNEO DELEGACIÓN G.A
1000120,ALEVINES,22546645,ALEVIN F-8 - PRIMERA FUTGAL,24029796,A CORUÑA | TORNEO DELEGACIÓN G.B
1000120,ALEVINES,22546645,ALEVIN F-8 - PRIMERA FUTGAL,24029798,A CORUÑA | TORNEO DELEGACIÓN G.C
1000120,ALEVINES,22546645,ALEVIN F-8 - PRIMERA FUTGAL,24029829,A COSTA | TITULO | UNICO
1000120,ALEVINES,22546645,ALEVIN F-8 - PRIMERA FUTGAL,24029830,A COSTA | LUCHA POR LA COPA | GRUPO A
1000120,ALEVINES,22546645,ALEVIN F-8 - PRIMERA FUTGAL,24029832,A COSTA | LUCHA POR LA COPA | GRUPO B
1000120,ALEVINES,22546645,ALEVIN F-8 - PRIMERA FUTGAL,24029834,A COSTA | LUCHA POR LA COPA | GRUPO C
1000120,ALEVINES,22546645,ALEVIN F-8 - PRIMERA FUTGAL,23642366,A CORUÑA | 1ª ALEVIN | GRUPO 1
1000120,ALEVINES,22546645,ALEVIN F-8 - PRIMERA FUTGAL,23642570,A CORUÑA | 1ª ALEVIN | GRUPO 2
1000120,ALEVINES,22546645,ALEVIN F-8 - PRIMERA FUTGAL,23642572,A CORUÑA | 1ª ALEVIN | GRUPO 3
1000120,ALEVINES,22546645,ALEVIN F-8 - PRIMERA FUTGAL,24029835,A COSTA | DELEGACIÓN GRUPO 3 | G. A
1000120,ALEVINES,22546645,ALEVIN F-8 - PRIMERA FUTGAL,24029836,A COSTA | DELEGACIÓN GRUPO 3 | G. B
1000120,ALEVINES,22546645,ALEVIN F-8 - PRIMERA FUTGAL,23634427,A COSTA | 1ª ALEVIN | GRUPO 1
1000120,ALEVINES,22546645,ALEVIN F-8 - PRIMERA FUTGAL,23634446,A COSTA | 1ª ALEVIN | GRUPO 2
1000120,ALEVINES,22546645,ALEVIN F-8 - PRIMERA FUTGAL,23634447,A COSTA | 1ª ALEVIN | GRUPO 3
1000120,ALEVINES,22546645,ALEVIN F-8 - PRIMERA FUTGAL,23329410,FERROL < 1ª FASE < GRUPO A
1000120,ALEVINES,22546645,ALEVIN F-8 - PRIMERA FUTGAL,23329682,FERROL < 1ª FASE < GRUPO B
1000120,ALEVINES,22546645,ALEVIN F-8 - PRIMERA FUTGAL,23330357,FERROL < 1ª FASE < GRUPO C
1000120,ALEVINES,22546645,ALEVIN F-8 - PRIMERA FUTGAL,23330526,FERROL < 1ª FASE < GRUPO D
1000120,ALEVINES,22546645,ALEVIN F-8 - PRIMERA FUTGAL,23886187,FERROL | 2ª FASE > GRUPO E
1000120,ALEVINES,22546645,ALEVIN F-8 - PRIMERA FUTGAL,23886715,FERROL | 2ª FASE > GRUPO F
1000120,ALEVINES,22546645,ALEVIN F-8 - PRIMERA FUTGAL,23886716,FERROL | 2ª FASE > GRUPO G
1000120,ALEVINES,22546645,ALEVIN F-8 - PRIMERA FUTGAL,23886717,FERROL | 2ª FASE > GRUPO H
1000120,ALEVINES,22546645,ALEVIN F-8 - PRIMERA FUTGAL,23886718,FERROL | 2ª FASE > GRUPO I
1000120,ALEVINES,22546645,ALEVIN F-8 - PRIMERA FUTGAL,23886719,FERROL | 2ª FASE > GRUPO J
1000120,ALEVINES,22546645,ALEVIN F-8 - PRIMERA FUTGAL,22655034,SANTIAGO | 1ª FUTGAL
1000120,ALEVINES,22546645,ALEVIN F-8 - PRIMERA FUTGAL,23539522,LUGO | G1 Lugo Norte
1000120,ALEVINES,22546645,ALEVIN F-8 - PRIMERA FUTGAL,23539523,LUGO | G2 Lugo Sur
1000120,ALEVINES,22546645,ALEVIN F-8 - PRIMERA FUTGAL,23080266,OURENSE
1000120,ALEVINES,22546645,ALEVIN F-8 - PRIMERA FUTGAL,23156560,PONTEVEDRA | GRUPO 1
1000120,ALEVINES,22546645,ALEVIN F-8 - PRIMERA FUTGAL,23156583,PONTEVEDRA | GRUPO 2
1000120,ALEVINES,22546645,ALEVIN F-8 - PRIMERA FUTGAL,23846200,PONTEVEDRA | GRUPO A
1000120,ALEVINES,22546645,ALEVIN F-8 - PRIMERA FUTGAL,23846201,PONTEVEDRA | GRUPO B
1000120,ALEVINES,22546645,ALEVIN F-8 - PRIMERA FUTGAL,22747143,VIGO
1000120,ALEVINES,24103048,CAMPEONATO GALEGO F8 FASE FINAL,24107651,PREBENJAMIN
1000120,ALEVINES,24103048,CAMPEONATO GALEGO F8 FASE FINAL,24107655,BENJAMIN
1000120,ALEVINES,24103048,CAMPEONATO GALEGO F8 FASE FINAL,24107659,ALEVIN
1000120,ALEVINES,24103048,CAMPEONATO GALEGO F8 FASE FINAL,24103075,ALEVIN NORTE - CLASIFICACIÓN
1000120,ALEVINES,24103048,CAMPEONATO GALEGO F8 FASE FINAL,24103095,ALEVIN SUR - CLASIFICACION
1000120,ALEVINES,24103048,CAMPEONATO GALEGO F8 FASE FINAL,24103119,BENJAMIN NORTE - CLASIFICACION
1000120,ALEVINES,24103048,CAMPEONATO GALEGO F8 FASE FINAL,24103125,BENJAMIN SUR - CLASIFICACION
1000120,ALEVINES,24103048,CAMPEONATO GALEGO F8 FASE FINAL,24103128,PREBENJAMIN NORTE - CLASIFICACION
1000120,ALEVINES,24103048,CAMPEONATO GALEGO F8 FASE FINAL,24103131,PREBENJAMIN SUR - CLASIFICACION
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23653410,A CORUÑA | GRUPO 1
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23653488,A CORUÑA | GRUPO 2
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23653501,A CORUÑA | GRUPO 3
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23653524,A CORUÑA | GRUPO 4
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23653644,A CORUÑA | GRUPO 5
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23653647,A CORUÑA | GRUPO 6
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23653690,A CORUÑA | GRUPO 7
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23653692,A CORUÑA | GRUPO 8
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23653712,A CORUÑA | GRUPO 9
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23653732,A CORUÑA | GRUPO 10
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23678635,A CORUÑA | MARIÑAS GRUPO 1
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23678640,A CORUÑA | MARIÑAS GRUPO 2
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23678659,A CORUÑA | MARIÑAS GRUPO 3
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23678667,A CORUÑA | MARIÑAS GRUPO 4
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23678724,A CORUÑA | MARIÑAS GRUPO 5
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23678731,A CORUÑA | MARIÑAS GRUPO 6
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23678752,A CORUÑA | MARIÑAS GRUPO 7
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23678761,A CORUÑA | MARIÑAS GRUPO 8
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23678780,A CORUÑA | MARIÑAS GRUPO 9
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23678878,A CORUÑA | MARIÑAS GRUPO 10
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23925529,A CORUÑA | FASE ORO | AFAC 1
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23925530,A CORUÑA | FASE ORO | AFAC 2
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23925531,A CORUÑA | FASE ORO | AFAC 3
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23925532,A CORUÑA | FASE ORO | AFAC 4
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23925533,A CORUÑA | FASE ORO | AFAC 5
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23925553,A CORUÑA | FASE ORO | AFAC 6
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23925555,A CORUÑA | FASE PLATA | AFAC 1
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23925556,A CORUÑA | FASE PLATA | AFAC 2
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23925579,A CORUÑA | FASE PLATA | AFAC 3
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23925626,A CORUÑA | FASE PLATA | AFAC 4
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23925627,A CORUÑA | FASE PLATA | AFAC 5
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23929640,A CORUÑA | MARIÑAS | FASE ORO | A. PENA 1
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23929644,A CORUÑA | MARIÑAS | FASE ORO | A. PENA 2
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23929645,A CORUÑA | MARIÑAS | FASE ORO | A. PENA 3
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23929647,A CORUÑA | MARIÑAS | FASE ORO | A. PENA 4
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23929665,A CORUÑA | MARIÑAS | FASE PLATA | A. PENA 1
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23929667,A CORUÑA | MARIÑAS | FASE PLATA | A. PENA 2
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23929669,A CORUÑA | MARIÑAS | FASE PLATA | A. PENA 3
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23929775,A CORUÑA | MARIÑAS | FASE PLATA | A. PENA 4
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23929777,A CORUÑA | MARIÑAS | FASE PLATA | A. PENA 5
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,24088130,A CORUÑA | ORO | ZONAL TITULO G1
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,24088131,A CORUÑA | ORO | ZONAL TITULO G2
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,24088132,A CORUÑA | PLATA | ZONAL TITULO G1
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,24088133,A CORUÑA | PLATA | ZONAL TITULO G2
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,24088228,A CORUÑA | ORO TORNEO AFAC | G1
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,24088229,A CORUÑA | ORO TORNEO AFAC | G2
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,24088321,A CORUÑA | ORO TORNEO AFAC | G3
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,24088400,A CORUÑA | PLATA TORNEO AFAC | G1
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,24088401,A CORUÑA | PLATA TORNEO AFAC | G2
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,24088402,A CORUÑA | PLATA TORNEO AFAC | G3
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,24088761,A CORUÑA | MARIÑAS ZONAL ORO TITULO | G1
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,24088762,A CORUÑA | MARIÑAS ZONAL ORO TITULO | G2
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,24088763,A CORUÑA | MARIÑAS ZONAL PLATA TITULO | G1
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,24088764,A CORUÑA | MARIÑAS ZONAL PLATA TITULO | G2
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,24088765,A CORUÑA | MARIÑAS A. PENA ORO | G1
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,24088766,A CORUÑA | MARIÑAS A. PENA ORO | G2
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,24088767,A CORUÑA | MARIÑAS A. PENA ORO | G3
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,24088768,A CORUÑA | MARIÑAS A. PENA ORO | G4
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,24088769,A CORUÑA | MARIÑAS A. PENA PLATA | G1
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,24088770,A CORUÑA | MARIÑAS A. PENA PLATA | G2
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,24088771,A CORUÑA | MARIÑAS A. PENA PLATA | G3
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,24088773,A CORUÑA | MARIÑAS A. PENA PLATA | G4
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,22849599,SANTIAGO | GRUPO 1 > FASE 1ª
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,22849688,SANTIAGO | GRUPO 2 > FASE 1ª
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,22850627,SANTIAGO | GRUPO 3 > FASE 1ª
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23539527,LUGO | Grupo 1
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23539547,LUGO | Grupo 2
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23539550,LUGO | Grupo 3
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23539551,LUGO | Grupo 4
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23539552,LUGO | Grupo 5
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23330661,OURENSE | 1ª FASE | GRUPO 1º
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23330681,OURENSE | 1ª FASE | GRUPO 2º
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23330723,OURENSE | 1ª FASE | GRUPO 3º
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23330758,OURENSE | 1ª FASE | GRUPO 4º
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23887065,OURENSE | 2ª FASE > GRUPO A1
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23887066,OURENSE | 2ª FASE > GRUPO A2
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23887067,OURENSE | 2ª FASE > GRUPO A3
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23887070,OURENSE | 2ª FASE > GRUPO A4
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23156851,PONTEVEDRA | GRUPO 1
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23157253,PONTEVEDRA | GRUPO 2
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23157363,PONTEVEDRA | GRUPO 3
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23859858,PONTEVEDRA | GRUPO A
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23901243,PONTEVEDRA | GRUPO B
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23901246,PONTEVEDRA | GRUPO C
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23901247,PONTEVEDRA | GRUPO D
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23901265,PONTEVEDRA | GRUPO E
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23888641,VIGO | 2ª FASE GRUPO 1 - ASCENSO
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23888658,VIGO | 2ª FASE GRUPO 2
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23888675,VIGO | 2ª FASE GRUPO 3
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23888676,VIGO | 2ª FASE GRUPO 4
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23888677,VIGO | 2ª FASE GRUPO 5
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23888678,VIGO | 2ª FASE GRUPO 6
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23888679,VIGO | 2ª FASE GRUPO 7
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23888680,VIGO | 2ª FASE GRUPO 8
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23888681,VIGO | 2ª FASE GRUPO 9
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23185970,VIGO | 1ª FASE GRUPO 1
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23186065,VIGO | 1ª FASE GRUPO 2
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23186090,VIGO | 1ª FASE GRUPO 3
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23186128,VIGO | 1ª FASE GRUPO 4
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23186172,VIGO | 1ª FASE GRUPO 5
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23186189,VIGO | 1ª FASE GRUPO 6
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23186192,VIGO | 1ª FASE GRUPO 7
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23186232,VIGO | 1ª FASE GRUPO 8
1000120,ALEVINES,22546880,ALEVIN F-8 - SEGUNDA FUTGAL,23186241,VIGO | 1ª FASE GRUPO 9
1000120,ALEVINES,22546924,ALEVIN F-8 - TERCERA FUTGAL,23406080,SANTIAGO | GRUPO 1 > FASE 1ª
1000120,ALEVINES,22546924,ALEVIN F-8 - TERCERA FUTGAL,23406085,SANTIAGO | GRUPO 2 > FASE 1ª
1000120,ALEVINES,22546924,ALEVIN F-8 - TERCERA FUTGAL,23406092,SANTIAGO | GRUPO 3 > FASE 1ª
1000120,ALEVINES,22546924,ALEVIN F-8 - TERCERA FUTGAL,23406230,SANTIAGO | GRUPO 4 > FASE 1ª
1000120,ALEVINES,22546924,ALEVIN F-8 - TERCERA FUTGAL,23406232,SANTIAGO | GRUPO 5 > FASE 1ª
1000120,ALEVINES,22546924,ALEVIN F-8 - TERCERA FUTGAL,23406257,SANTIAGO | GRUPO 6 > FASE 1ª
1000120,ALEVINES,22546924,ALEVIN F-8 - TERCERA FUTGAL,23406300,SANTIAGO | GRUPO 7 > FASE 1ª
1000120,ALEVINES,22546924,ALEVIN F-8 - TERCERA FUTGAL,23406302,SANTIAGO | GRUPO 8 > FASE 1ª
1000120,ALEVINES,22546924,ALEVIN F-8 - TERCERA FUTGAL,23852360,SANTIAGO | FASE OURO > GRUPO 1
1000120,ALEVINES,22546924,ALEVIN F-8 - TERCERA FUTGAL,23852380,SANTIAGO | FASE OURO > GRUPO 2
1000120,ALEVINES,22546924,ALEVIN F-8 - TERCERA FUTGAL,23852382,SANTIAGO | FASE OURO > GRUPO 3
1000120,ALEVINES,22546924,ALEVIN F-8 - TERCERA FUTGAL,23852446,SANTIAGO | FASE PRATA > GRUPO 1
1000120,ALEVINES,22546924,ALEVIN F-8 - TERCERA FUTGAL,23852447,SANTIAGO | FASE PRATA > GRUPO 2
1000120,ALEVINES,22546924,ALEVIN F-8 - TERCERA FUTGAL,23852449,SANTIAGO | FASE PRATA > GRUPO 3
1000120,ALEVINES,22546924,ALEVIN F-8 - TERCERA FUTGAL,23852450,SANTIAGO | FASE PRATA > GRUPO 4
1000120,ALEVINES,22546924,ALEVIN F-8 - TERCERA FUTGAL,23157444,PONTEVEDRA | GRUPO 1
1000120,ALEVINES,22546924,ALEVIN F-8 - TERCERA FUTGAL,23158183,PONTEVEDRA | GRUPO 2
1000120,ALEVINES,22546924,ALEVIN F-8 - TERCERA FUTGAL,23887158,PONTEVEDRA | GRUPO A
1000120,ALEVINES,22546924,ALEVIN F-8 - TERCERA FUTGAL,23887159,PONTEVEDRA | GRUPO B
1000120,ALEVINES,22546924,ALEVIN F-8 - TERCERA FUTGAL,23887161,PONTEVEDRA | GRUPO C
